stop_id,stop_code,stop_name,stop_lat,stop_lon,mode,mode_type,route_code,MUNI,HOOD,B_W_202505,B_S_202505,B_U_202505,R_W_202505
E17293,16063,EAST BUSWAY AT SWISSVALE STATION A,40.4153,-79.8791,BUS,BUSWAY,P71,"Swissvale borough (Allegheny, PA)",,1.76,,,0
E17295,16111,EAST BUSWAY AT WILKINSBURG STATION B,40.4464,-79.8886,BUS,BUSWAY,P71,"Wilkinsburg borough (Allegheny, PA)",,0.38,,,0
E17299,8154,EAST BUSWAY AT HOMEWOOD STATION C,40.4531,-79.8993,BUS,BUSWAY,P71,"Pittsburgh city (Allegheny, PA)",Homewood South,4.33,,,0.05
E17302,8161,EAST BUSWAY AT EAST LIBERTY STATION C,40.4594,-79.9231,BUS,BUSWAY,P71,"Pittsburgh city (Allegheny, PA)",Shadyside,7.1,,,0.05
E17304,8162,EAST BUSWAY AT NEGLEY STATION C,40.4565,-79.9329,BUS,BUSWAY,P71,"Pittsburgh city (Allegheny, PA)",Shadyside,5.71,,,0
E17306,8163,EAST BUSWAY AT HERRON STATION C,40.4592,-79.9671,BUS,BUSWAY,P71,"Pittsburgh city (Allegheny, PA)",Polish Hill,0.67,,,0
E17313,16085,EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP,40.4576,-79.9121,BUS,BUSWAY,P71,"Pittsburgh city (Allegheny, PA)",Larimer,0,,,0
E17316,16118,EAST BUSWAY AT WILKINSBURG STATION D,40.4463,-79.8883,BUS,BUSWAY,P71,"Wilkinsburg borough (Allegheny, PA)",,0.1,,,0
E17770,19888,EDGEWOOD TOWNE CENTRE AT GIANT EAGLE FS,40.426,-79.8869,BUS,BUS,P71,"Edgewood borough (Allegheny, PA)",,0.76,,,0
E30240,7339,HUTCHINSON ST AT BRADDOCK AVE,40.4331,-79.8935,BUS,BUS,P71,"Edgewood borough (Allegheny, PA)",,0.05,,,0
E33090,7088,KELLY AVE AT PEEBLES ST,40.4413,-79.8942,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0.19,,,0
E33100,7085,KELLY AVE AT PITT ST,40.4405,-79.8894,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E33130,19007,KELLY AVE AT TRENTON AVE FS,40.4413,-79.8927,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E33140,7086,KELLY AVE AT WEST ST,40.4411,-79.8911,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0.29,,,0.05
E39530,7220,MONONGAHELA AVE AT CHURCH ST,40.4218,-79.8903,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,2.48,,,0
E39540,7246,MONONGAHELA AVE AT CHURCH ST,40.422,-79.8905,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.33,,,0.05
E39600,7247,MONONGAHELA AVE AT SCHLEY AVE,40.4208,-79.8898,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.38,,,0
E39670,19006,MONONGAHELA AVE AT WHIPPLE ST FS,40.4254,-79.8916,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.1,,,0
E42220,19411,NOBLE ST AT ROSLYN ST,40.4203,-79.8848,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E42240,7064,NOBLE ST OPP WASHINGTON ST,40.4213,-79.886,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E42250,7063,NOBLE ST AT DICKSON ST,40.4206,-79.8854,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E45310,7089,PEEBLES ST AT FORBES AVE,40.4399,-79.8947,BUS,BUS,P71,"Pittsburgh city (Allegheny, PA)",Point Breeze,0.05,,,0
E45325,7334,PEEBLES ST AT GUTHRIE,40.4389,-79.895,BUS,BUS,P71,"Pittsburgh city (Allegheny, PA)",Regent Square,0.38,,,0
E49270,7084,ROWLAND CONNECTOR PAST PENNWOO,40.4406,-79.8875,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0.29,,,0.05
E50987,7335,SAVANNAH AVE AT BIDDLE AVE,40.4375,-79.8944,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E50990,7338,SAVANNAH AVE AT HUTCHINSON ST,40.4338,-79.8923,BUS,BUS,P71,"Edgewood borough (Allegheny, PA)",,0.05,,,0
E51000,7337,SAVANNAH AVE AT OVERTON ST,40.4351,-79.8932,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E51037,7336,SAVANNAH AVE AT WHITNEY AVE,40.4366,-79.894,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0.05,,,0.05
E51130,7306,SCHOYER AVE AT MONONGAHELA AVE,40.4236,-79.8916,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.81,,,0
E51140,7305,SCHOYER AVE AT MONROE ST,40.4232,-79.8928,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.48,,,0
E51190,7312,SCHOYER AVE OPP TONETTE ST,40.4226,-79.8947,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.14,,,0.05
E56003,16628,WALLACE AVE AT HAY ST,40.4449,-79.8853,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0.29,,,0
E57165,7302,WHIPPLE ST AT AURELIUS ST,40.4246,-79.8963,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.86,,,0
E57180,7300,WHIPPLE ST AT NEVADA ST,40.423,-79.8991,BUS,BUS,P71,"Pittsburgh city (Allegheny, PA)",Swisshelm Park,1.81,,,0
E59360,15218,WOOD ST AT FRANKLIN AVE,40.4412,-79.8861,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E59430,8287,WOOD ST AT ROSS AVE,40.4428,-79.8852,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0,,,0
E59510,8289,WOOD ST AT WALLACE AVE,40.4444,-79.8843,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0.24,,,0
E59580,7062,WOODSTOCK AVE AT ARDMORE ST,40.4191,-79.8842,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E59590,7159,WOODSTOCK AVE AT ARDMORE ST,40.4191,-79.8844,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E59610,7163,WOODSTOCK AVE AT BRADDOCK AVE,40.4154,-79.8769,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E59630,7060,WOODSTOCK AVE AT MELROSE ST,40.4171,-79.8808,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E59640,7161,WOODSTOCK AVE AT MELROSE ST,40.4172,-79.8811,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E59650,7061,WOODSTOCK AVE AT ORMOND ST,40.4181,-79.8825,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E59660,7160,WOODSTOCK AVE AT ORMOND ST,40.4182,-79.8828,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E70000,16177,WOODSTOCK AVE AT SWISSVALE STATION STEPS,40.4158,-79.8787,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E70306,7315,MCCLURE AVE AT NEVADA ST,40.4206,-79.8965,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.48,,,0
E70307,19000,MCCLURE AVE AT COMMERCIAL ST,40.42,-79.8976,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.05,,,0
E70308,19001,COMMERCIAL ST AT WHIPPLE ST,40.4213,-79.9004,BUS,BUS,P71,"Pittsburgh city (Allegheny, PA)",Swisshelm Park,3.05,,,0
E70414,19871,PENNWOOD AVE AT FRANKLIN AVE,40.4419,-79.8873,BUS,BUS,P71,"Wilkinsburg borough (Allegheny, PA)",,0.24,,,0
E70772,7310,WASHINGTON ST AT MONONGAHELA AVE,40.4202,-79.8889,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E70773,7308,WASHINGTON ST AT NOBLE ST,40.4212,-79.8862,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
P01620,1407,EAST BUSWAY AT PENN STATION C,40.444,-79.9922,BUS,BUSWAY,P71,"Pittsburgh city (Allegheny, PA)",Central Business District,0.38,,,0
P02325,7279,LIBERTY AVE AT 10TH ST NS,40.4438,-79.9949,BUS,BUS,P71,"Pittsburgh city (Allegheny, PA)",Central Business District,11.67,,,0
P03090,7280,SMITHFIELD ST AT SIXTH AVE,40.4417,-79.9976,BUS,BUS,P71,"Pittsburgh city (Allegheny, PA)",Central Business District,5.95,,,0
E70765,20427,4TH AVE AT DUQUESNE ST,40.4116,-79.8771,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.14,,,0
E39210,7215,MILLER AVE AT GAS ST,40.416,-79.8853,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.76,,,0
E70766,20428,4TH AVE AT ANTISBURY ST,40.4127,-79.8794,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.33,,,0
E39630,7218,MONONGAHELA AVE AT WASHINGTON ST,40.4198,-79.8891,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0,,,0
E39590,7250,MONONGAHELA AVE AT #2130,40.4174,-79.8877,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0,,,0
E39230,7253,MILLER AVE AT HARRIET ST,40.4155,-79.8832,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0,,,0
E48200,7259,RANKIN BLVD AT KENMAWR AVE,40.4102,-79.8778,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.19,,,0
E27220,7213,HARRIET ST AT 5TH AVE,40.4146,-79.8833,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.95,,,0
E39550,7217,MONONGAHELA AVE AT DUQUESNE AVE,40.4182,-79.888,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.19,,,0
E70764,7210,HAWKINS AVE AT RANKIN BLVD,40.4121,-79.8811,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.29,,,0
E48190,7211,RANKIN BLVD AT BLDG #5,40.4131,-79.883,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.67,,,0
E70218,22765,BRADDOCK AVE OPP HERITAGE HIGHLANDS,40.4127,-79.8766,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.14,,,0
E27240,7212,HARRIET ST AT BLDG #2,40.4139,-79.8837,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.05,,,0
E27250,7255,HARRIET ST OPP BLDG #2,40.4139,-79.8838,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0,,,0
E39580,16500,MONONGAHELA AVE AT #2129,40.4174,-79.8875,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0,,,0
E48210,7258,RANKIN BLVD AT #211,40.4114,-79.8801,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0,,,0
E48220,7256,RANKIN BLVD OPP BLDG #5,40.413,-79.8832,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.05,,,0
E70767,20431,4TH AVE AT HAWKINS AVE,40.4131,-79.8805,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.1,,,0
E17305,20501,EAST BUSWAY AT NEGLEY STATION A,40.4567,-79.9324,BUS,BUSWAY,P71,"Pittsburgh city (Allegheny, PA)",Shadyside,2.33,,,0
E27230,7254,HARRIET ST AT 5TH AVE,40.4148,-79.8833,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0,,,0
E39220,7252,MILLER AVE AT GAS ST,40.416,-79.8854,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0,,,0
E39700,7249,MONONGAHELA AVE OPP DUQUESNE AVE,40.4184,-79.8883,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,0.57,,,0
E48230,7257,RANKIN BLVD OPP HAWKINS AVE,40.412,-79.8813,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.1,,,0
E59710,7162,WOODSTOCK AVE AT VERNON AVE (BUSWAY),40.4161,-79.8794,BUS,BUS,P71,"Swissvale borough (Allegheny, PA)",,,,,
E70216,22764,BRADDOCK AVE AT HERITAGE HIGHLANDS,40.4126,-79.8764,BUS,BUS,P71,"Rankin borough (Allegheny, PA)",,0.14,,,0.05
E36330,10700,LINCOLN HWY AT LINCOLN SQ SR CITIZEN HOME,40.3874,-79.8281,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,5.81,,,0
E56223,20220,WARREN DR AT LINCOLN HWY NS,40.3849,-79.8233,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,1.71,,,0.05
S30240,10593,LONG RUN RD AT COOLSPRINGS RD,40.3329,-79.8136,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0.1,,,0
E17310,16109,EAST BUSWAY AT EAST LIBERTY STATION B,40.4593,-79.9231,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Shadyside,9.48,,,0
P02490,1403,LIBERTY AVE AT SMITHFIELD ST,40.4432,-79.9968,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,6.57,,,0
E04310,7430,ARDMORE BLVD AT MARION AVE FS,40.4199,-79.8501,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,2.14,,,0
E04410,7789,ARDMORE BLVD OPP BEVINGTON RD,40.427,-79.8628,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,3.38,,,0
E04220,7791,ARDMORE BLVD AT BRYN MAWR RD NS,40.4313,-79.864,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,4.67,,,0
E04250,7814,ARDMORE BLVD AT FAIRFAX RD,40.4222,-79.8547,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.05,,,0
E04340,7351,ARDMORE BLVD AT 2 PARKWAY CENTER EAST,40.4211,-79.8524,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0,,,0
E25560,14024,GREENSBURG PIKE AT HILDA AVE,40.3808,-79.8147,BUS,BUS,P76,"East McKeesport borough (Allegheny, PA)",,0,,,0
E36435,11165,LINCOLN HWY OPP ISAAC ST,40.3776,-79.8023,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
P02530,15285,LIBERTY AVE AT WILLIAM PENN PL,40.4435,-79.9954,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,11.57,,,0
E36130,11145,LINCOLN HWY AT 5TH AVE EXT,40.381,-79.8114,BUS,BUS,P76,"East McKeesport borough (Allegheny, PA)",,13.48,,,0
E04290,7810,ARDMORE BLVD AT LAFAYETTE RD,40.4297,-79.8639,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.05,,,0
E17313,16085,EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP,40.4576,-79.9121,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Larimer,0,,,0
E30270,11175,JACKS RUN RD AT BIROS TRAILER PARK,40.3602,-79.7857,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E17308,20502,EAST BUSWAY AT NEGLEY STATION B,40.4566,-79.9326,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Shadyside,,,,
E04180,7787,ARDMORE BLVD AT BRADDOCK RD,40.4246,-79.8592,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,2.48,,,0
E04350,7788,ARDMORE BLVD AT NEWPORT RD,40.4258,-79.8614,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.86,,,0
E25457,14022,GREENSBURG PIKE AT BOWLING ALLEY,40.3836,-79.8193,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,,,,
E36240,17170,LINCOLN HWY AT GREENSBURG PIKE,40.3815,-79.8168,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,1.1,,,0
E36190,11169,LINCOLN HWY AT DENNING WAY,40.3714,-79.7892,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
S30270,10518,LONG RUN RD AT SUNSET DR,40.3351,-79.8116,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0,,,0
P00490,17764,FIFTH AVE AT GRANT ST NS,40.4392,-79.9962,BUS,BUS,P76,"Pittsburgh city (Allegheny, PA)",Central Business District,6.67,,,0.05
E30297,11128,JACKS RUN RD AT OAK PARK MALL,40.3378,-79.8072,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0.62,,,0
E36110,11143,LINCOLN HWY AT 3RD ST,40.3794,-79.8069,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,4.62,,,0
E17300,16107,EAST BUSWAY AT HERRON STATION B,40.4592,-79.9669,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Polish Hill,0.81,,,0
E04320,18508,ARDMORE BLVD AT MARLBORO AVE FS,40.4359,-79.8717,BUS,BUS,P76,"Wilkinsburg borough (Allegheny, PA)",,3.14,,,0
E17311,16110,EAST BUSWAY AT HOMEWOOD STATION B,40.453,-79.8994,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Homewood South,1.43,,,0.1
E36340,11134,LINCOLN HWY AT DIX DR,40.3692,-79.7826,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,5.38,,,0
E36260,19476,LINCOLN HWY AT JACKS RUN RD FS,40.3685,-79.7808,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,2.1,,,0
E36440,11135,LINCOLN HWY OPP LEUHM ST,40.3705,-79.7861,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,2.81,,,0
E36410,11152,LINCOLN HWY OPP CLYDE AVE,40.3887,-79.8302,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,1.81,,,0
E36360,11142,LINCOLN HWY AT TAYLOR ST FS,40.3782,-79.8035,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,4.95,,,0
E36270,11140,LINCOLN HWY OPP JACOB ST,40.3768,-79.7996,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.14,,,0
E36370,11139,LINCOLN HWY OPP BROAD ST.,40.3754,-79.7965,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.67,,,0
E17312,16083,EAST BUSWAY AT GARAGE EMPLOYEES ONLY STOP,40.4577,-79.912,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Larimer,0,,,0
E30285,11129,JACKS RUN RD OPP MCKEE RD,40.3438,-79.7988,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0,,,0
E04240,7432,ARDMORE BLVD AT CENTURION DR,40.4222,-79.8541,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.14,,,0
E36268,11141,LINCOLN HWY AT ISAAC ST FS,40.3775,-79.8018,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,1.19,,,0
S30245,11126,LONG RUN RD OPP COOLSPRINGS RD,40.3326,-79.8137,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0.62,,,0
S70575,21610,LONG RUN RD OPP MARSHALL DR,40.323,-79.8209,BUS,BUS,P76,"McKeesport city (Allegheny, PA)",,0.81,,,0
E36350,11147,LINCOLN HWY AT SANTOS ST FS,40.3814,-79.8136,BUS,BUS,P76,"East McKeesport borough (Allegheny, PA)",,0.29,,,0
E25767,15735,GREENSBURG PIKE OPP BOWLING ALLEY,40.3837,-79.8192,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,,,,
E30276,11130,JACKS RUN RD AT MCKEESPORT SPORTSMEN'S ASSOC,40.3586,-79.7861,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0.33,,,0
E30277,11176,JACKS RUN RD AT #3193,40.3522,-79.7894,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,,,,
E36420,11137,LINCOLN HWY OPP DENNING WAY,40.3714,-79.789,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36450,11138,LINCOLN HWY OPP MCKEE RD,40.373,-79.7927,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.14,,,0
E70969,22607,JACKS RUN RD AT #3150,40.3491,-79.791,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,,,,
S30255,20219,LONG RUN RD OPP OLD LONG RUN RD NS,40.3219,-79.8261,BUS,BUS,P76,"McKeesport city (Allegheny, PA)",,0.05,,,0
S30280,11127,LONG RUN RD OPP SUNSET DR,40.335,-79.8114,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0,,,0
E04140,7816,ARDMORE BLVD OPP AVE B -FOREST HILLS PARK AND R,40.4132,-79.8453,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.71,,,0
E04150,7785,ARDMORE BLVD AT AVE B - FOREST HILLS PARK AND,40.413,-79.8448,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,18.14,,,0.05
E04160,7352,ARDMORE BLVD AT BERKLEY AVE,40.4198,-79.8503,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.62,,,0.05
E04170,7811,ARDMORE BLVD AT BEVINGTON RD FS,40.4268,-79.8629,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0,,,0
E04190,7813,ARDMORE BLVD AT BRADDOCK RD,40.4246,-79.8597,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.1,,,0
E04210,7808,ARDMORE BLVD AT BRINTON RD,40.4356,-79.8717,BUS,BUS,P76,"Wilkinsburg borough (Allegheny, PA)",,0.9,,,0.05
E04230,18544,ARDMORE BLVD OPP BRYN MAWR RD FS,40.4322,-79.8649,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.9,,,0
E04270,7353,ARDMORE BLVD AT KENMORE AVE,40.4174,-79.8487,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.76,,,0
E04280,7790,ARDMORE BLVD OPP LAFAYETTE RD,40.429564,-79.863444,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,,,,
E04380,7429,ARDMORE BLVD AT SUMNER AVE,40.4172,-79.8482,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,11.57,,,0.05
E04400,7815,ARDMORE BLVD AT YOST BLVD FS,40.4155,-79.8475,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.62,,,0
E04420,7431,ARDMORE BLVD OPP 2 PARKWAY CENTER EAST,40.4212,-79.8523,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0,,,0
E04430,7812,ARDMORE BLVD OPP NEWPORT RD,40.4257,-79.8618,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0,,,0
E04470,7786,ARDMORE BLVD OPP YOST BLVD,40.4157,-79.8474,BUS,BUS,P76,"Forest Hills borough (Allegheny, PA)",,0.14,,,0
E17289,16014,EAST BUSWAY AT HAY ST RAMP INBOUND SHELTER,40.4435,-79.887,BUS,BUS,P76,"Wilkinsburg borough (Allegheny, PA)",,0.14,,,0
E17290,8153,EAST BUSWAY AT HAY ST RAMP OUTBOUND SHELTER,40.4428,-79.887,BUS,BUS,P76,"Wilkinsburg borough (Allegheny, PA)",,3.33,,,0
E17294,16120,EAST BUSWAY AT EAST LIBERTY STATION D,40.4595,-79.9228,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Shadyside,0.14,,,0.05
E17295,16111,EAST BUSWAY AT WILKINSBURG STATION B,40.4464,-79.8886,BUS,BUSWAY,P76,"Wilkinsburg borough (Allegheny, PA)",,5.29,,,0
E17296,16119,EAST BUSWAY AT HOMEWOOD STATION D,40.4529,-79.8989,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Homewood South,0.19,,,0.05
E17309,16121,EAST BUSWAY AT NEGLEY STATION D,40.4567,-79.9326,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Shadyside,0.1,,,0
E17314,16122,EAST BUSWAY AT HERRON STATION D,40.4594,-79.9666,BUS,BUSWAY,P76,"Pittsburgh city (Allegheny, PA)",Polish Hill,0,,,0
E17316,16118,EAST BUSWAY AT WILKINSBURG STATION D,40.4463,-79.8883,BUS,BUSWAY,P76,"Wilkinsburg borough (Allegheny, PA)",,0.38,,,0.05
E25465,15732,GREENSBURG PIKE AT CORVETTE TECHNICIANS,40.3824,-79.8182,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E25750,14023,GREENSBURG PIKE AT UNION AVE,40.3811,-79.817,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.14,,,0
E30275,11177,JACKS RUN RD AT MCKEE RD,40.3441,-79.7985,BUS,BUS,P76,"White Oak borough (Allegheny, PA)",,0,,,0
E36120,11163,LINCOLN HWY AT 3RD ST,40.3794,-79.8072,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36145,20846,LINCOLN HWY AT 5TH AVE EXT NS,40.3812,-79.8122,BUS,BUS,P76,"East McKeesport borough (Allegheny, PA)",,0.43,,,0
E36150,11167,LINCOLN HWY AT BROAD ST,40.3756,-79.797,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.05,,,0
E36170,11180,LINCOLN HWY AT CENTER AVE,40.3958,-79.8387,BUS,BUS,P76,"East Pittsburgh borough (Allegheny, PA)",,1.29,,,0
E36180,11154,LINCOLN HWY AT CLYDE AVE,40.389,-79.8308,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36220,11161,LINCOLN HWY AT GRAHAM AVE,40.3801,-79.8092,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.14,,,0
E36265,19482,LINCOLN HWY AT JACKS RUN RD,40.3683,-79.7806,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36280,11166,LINCOLN HWY AT JACOB ST,40.3768,-79.8001,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36300,11171,LINCOLN HWY AT LEUHM ST,40.3704,-79.7864,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36310,11168,LINCOLN HWY AT MCKEE RD,40.3731,-79.7931,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36400,11179,LINCOLN HWY OPP CENTER AVE,40.3956,-79.8386,BUS,BUS,P76,"East Pittsburgh borough (Allegheny, PA)",,6.67,,,0
E36430,11172,LINCOLN HWY OPP DIX DR,40.3691,-79.7826,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
E36460,10748,LINCOLN HWY OPP LINCOLN SQ SR CITIZEN HOME,40.3869,-79.8277,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.52,,,0
E36480,19484,LINCOLN HWY AT MOTEL,40.378,-79.8033,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.1,,,0
E42350,15733,NORTH VERSAILLES PARK AND RIDE AT SHELTER,40.3882,-79.8233,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,,,,
E52490,18510,SOUTH AVE AT WOOD ST NS,40.4419,-79.8851,BUS,BUS,P76,"Wilkinsburg borough (Allegheny, PA)",,1.71,,,0
E56040,15851,WALMART AT SHELTER (N VERSAILLES),40.3877,-79.8235,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,19.33,,,0.14
E56225,15734,WARREN DR AT WALMART DRVWY,40.3857,-79.8216,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0.1,,,0
E56227,15736,WARREN DR OPP WALMART DRVWY,40.3855,-79.8217,BUS,BUS,P76,"North Versailles township (Allegheny, PA)",,0,,,0
