day,klass,length_m,geometry
weekday,kept,2156.7,"-79.99588,40.44075 -79.99458,40.44032 -79.99427,40.44006 -79.99428,40.43971 -79.99474,40.43889 -79.99431,40.43807 -79.97359,40.43717"
weekday,kept,40.0,"-79.97289,40.43715 -79.97243,40.43708"
weekday,kept,5036.4,"-79.92266,40.43807 -79.90543,40.43809 -79.90453,40.43831 -79.90225,40.43926 -79.90158,40.43943 -79.89596,40.43977 -79.89493,40.43936 -79.89479,40.4394 -79.89437,40.44117 -79.89419,40.44124 -79.89136,40.44119 -79.88814,40.44013 -79.88794,40.44044 -79.8868,40.44068 -79.8864,40.44087 -79.88569,40.44199 -79.88553,40.44203 -79.87862,40.43975 -79.88031,40.43698 -79.8847,40.43322"
weekday,kept,40.0,"-79.88467,40.43252 -79.8846,40.43217"
weekday,kept,60.0,"-79.88438,40.43074 -79.88438,40.4302"
weekday,kept,20.0,"-79.88459,40.42878 -79.88464,40.4286"
weekday,kept,20.0,"-79.88488,40.4279 -79.88494,40.42773"
weekday,kept,20.0,"-79.88517,40.42703 -79.88523,40.42686"
weekday,kept,40.0,"-79.88544,40.42616 -79.88556,40.42581"
weekday,kept,40.0,"-79.88573,40.42529 -79.88585,40.42494"
weekday,kept,20.0,"-79.88608,40.42424 -79.88614,40.42407"
weekday,kept,1459.4,"-79.88637,40.42337 -79.88638,40.42302 -79.88585,40.42243 -79.88667,40.42188 -79.88552,40.42074 -79.88478,40.42031 -79.88471,40.42018 -79.88508,40.41956 -79.87873,40.41582 -79.87787,40.41553 -79.87677,40.4154 -79.87671,40.41486"
weekday,kept,20.0,"-79.87745,40.41025 -79.87765,40.41015"
weekday,kept,3374.5,"-79.87666,40.40836 -79.87562,40.40739 -79.86936,40.40386 -79.86579,40.40124 -79.86562,40.40124 -79.85992,40.40554 -79.85821,40.40615 -79.856,40.40848 -79.85588,40.40862 -79.85615,40.40967 -79.85599,40.41146 -79.85641,40.41248 -79.85634,40.41283 -79.856,40.41307 -79.85487,40.41334 -79.85254,40.41356 -79.85267,40.4142 -79.85336,40.41453"
weekday,kept,348.1,"-79.85354,40.41462 -79.85454,40.41511 -79.85469,40.41504 -79.85586,40.41369 -79.85548,40.41333"
weekday,kept,997.5,"-79.85617,40.40965 -79.85692,40.40896 -79.85934,40.40726 -79.86255,40.40613 -79.86353,40.40566 -79.86177,40.40421"
weekday,kept,20.0,"-79.86444,40.40217 -79.86461,40.40205"
weekday,kept,15.3,"-79.86559,40.40127 -79.86576,40.40122"
weekday,kept,20.0,"-79.88329,40.41852 -79.88347,40.41864"
weekday,kept,19.9,"-79.88422,40.41908 -79.88441,40.41918"
weekday,kept,20.0,"-79.88468,40.42026 -79.88488,40.42036"
weekday,kept,80.0,"-79.89484,40.43984 -79.89578,40.43978"
weekday,kept,20.0,"-79.8979,40.43969 -79.89813,40.43967"
weekday,kept,1999.4,"-79.97305,40.43783 -79.97585,40.43815 -79.99564,40.43899 -79.9965,40.43928"
weekday,kept,100.0,"-79.84657,40.37224 -79.84694,40.37309"
weekday,kept,34.3,"-79.84505,40.37364 -79.84483,40.37369 -79.84484,40.37382"
weekday,kept,20.0,"-79.85317,40.37901 -79.85334,40.37914"
weekday,kept,2371.0,"-79.86297,40.3851 -79.86472,40.386 -79.86662,40.3876 -79.86909,40.39063 -79.86988,40.39251 -79.87029,40.39311 -79.87621,40.39823 -79.88011,40.40084 -79.8805,40.40128"
weekday,kept,1058.7,"-79.88291,40.40404 -79.88514,40.40536 -79.88737,40.40637 -79.89081,40.40754 -79.89397,40.40826"
weekday,kept,140.0,"-79.90957,40.40771 -79.91093,40.40701"
weekday,kept,40.0,"-79.96758,40.43645 -79.96806,40.43645"
weekday,kept,40.0,"-79.88518,40.40526 -79.8848,40.40504"
weekday,kept,60.0,"-79.88375,40.40432 -79.88323,40.40396"
weekday,kept,99.2,"-79.88288,40.40371 -79.88203,40.4031"
weekday,kept,40.0,"-79.88013,40.40071 -79.87977,40.40047"
weekday,kept,60.0,"-79.86498,40.38613 -79.86447,40.38575"
weekday,kept,511.6,"-79.89093,40.42725 -79.89172,40.42595 -79.89096,40.42388 -79.89142,40.42359 -79.89114,40.42309"
weekday,kept,1853.9,"-79.89033,40.42179 -79.88733,40.41692 -79.88703,40.41663 -79.88624,40.41626 -79.88442,40.41589 -79.88298,40.41541 -79.88383,40.41374 -79.88379,40.4134 -79.87797,40.41032"
weekday,kept,1794.8,"-79.87664,40.41541 -79.87571,40.4153 -79.8731,40.41445 -79.87138,40.41351 -79.86989,40.4119 -79.8664,40.40898 -79.86412,40.40715 -79.86184,40.40559 -79.86178,40.40546 -79.86247,40.40497"
weekday,kept,20.0,"-79.85248,40.41359 -79.85251,40.41377"
weekday,added,19.9,"-79.83101,40.34788 -79.83121,40.3478"
weekday,kept,40.0,"-79.82916,40.3432 -79.82893,40.34289"
weekday,added,2061.0,"-79.82881,40.34274 -79.82677,40.3401 -79.82681,40.33998 -79.82791,40.33965 -79.82904,40.33985 -79.82973,40.33977 -79.83061,40.33951 -79.83139,40.33885 -79.83181,40.33872 -79.83246,40.33892 -79.83424,40.33979 -79.83455,40.34005 -79.83637,40.33941 -79.83686,40.34035 -79.83639,40.34483 -79.83827,40.34497"
weekday,kept,294.7,"-79.83851,40.34499 -79.83864,40.34507 -79.83848,40.34758"
weekday,added,254.4,"-79.83848,40.34776 -79.83846,40.34866 -79.83857,40.34875 -79.84022,40.34886"
weekday,kept,627.6,"-79.84045,40.34888 -79.84092,40.34891 -79.8409,40.34906 -79.84107,40.34917 -79.84232,40.34968 -79.84349,40.3512 -79.84474,40.35202 -79.84475,40.35214 -79.84415,40.3527"
weekday,added,4322.5,"-79.86217,40.35153 -79.86174,40.34964 -79.85962,40.34967 -79.85952,40.34956 -79.85947,40.34723 -79.8547,40.34649 -79.85469,40.34506 -79.85684,40.34057 -79.85,40.33859 -79.84532,40.3389 -79.84521,40.33801 -79.84421,40.33757 -79.84258,40.33772 -79.84176,40.33739 -79.84084,40.33727 -79.84021,40.33749 -79.83968,40.33807 -79.83936,40.33802 -79.8399,40.33684 -79.84051,40.33631 -79.84056,40.33542 -79.84075,40.33509 -79.84453,40.33164"
weekday,kept,1569.7,"-79.84454,40.33151 -79.84149,40.32954 -79.8396,40.32625 -79.83904,40.32396 -79.83874,40.32329 -79.83824,40.32268 -79.83657,40.32117 -79.83567,40.32165 -79.83489,40.32227"
weekday,kept,152.2,"-79.83489,40.3224 -79.8352,40.32267 -79.83573,40.32241 -79.83531,40.322"
weekday,kept,40.0,"-79.83798,40.32248 -79.83826,40.32277"
weekday,kept,19.7,"-79.83916,40.32479 -79.83922,40.32496"
weekday,added,20.0,"-79.84098,40.33726 -79.84122,40.33728"
weekday,added,255.5,"-79.84249,40.33771 -79.84274,40.33821 -79.84291,40.33827 -79.84502,40.33811"
weekday,added,236.7,"-79.85952,40.34962 -79.85955,40.35016 -79.86163,40.35015"
weekday,added,574.9,"-79.97586,40.49515 -79.97602,40.49504 -79.97599,40.49487 -79.9755,40.49349 -79.97332,40.49214 -79.97214,40.49126"
weekday,kept,40.0,"-79.97197,40.49114 -79.97164,40.49088"
weekday,added,959.9,"-79.97147,40.47451 -79.96387,40.46995 -79.9627,40.46906"
weekday,kept,2844.7,"-79.96255,40.46893 -79.95785,40.46519 -79.95256,40.4661 -79.94764,40.46252 -79.94576,40.46236 -79.94563,40.46228 -79.94588,40.45999 -79.93952,40.45657 -79.93877,40.45614 -79.93844,40.45566"
weekday,added,280.0,"-79.93834,40.4555 -79.93698,40.45321"
weekday,kept,1035.1,"-79.93688,40.45304 -79.93667,40.45277 -79.93188,40.45507 -79.93039,40.45646 -79.92748,40.45829"
weekday,kept,20.0,"-79.92593,40.45871 -79.92571,40.45876"
weekday,kept,199.6,"-79.92434,40.45905 -79.92272,40.45923 -79.92202,40.45917"
weekday,kept,1679.4,"-79.92071,40.45288 -79.92022,40.45113 -79.92158,40.44751 -79.9196,40.44085 -79.91936,40.43816"
weekday,kept,637.9,"-79.94487,40.45964 -79.9445,40.46249 -79.94464,40.46262 -79.94814,40.46294"
weekday,kept,20.0,"-79.94951,40.46394 -79.94967,40.46406"
weekday,kept,35.3,"-79.95219,40.46594 -79.95221,40.46612 -79.95239,40.46614"
weekday,kept,20.0,"-79.96226,40.4687 -79.96242,40.46883"
weekday,added,29.2,"-79.97572,40.49503 -79.97564,40.49514 -79.9758,40.49519"
weekday,added,40.0,"-79.8383,40.34876 -79.83783,40.34878"
weekday,kept,330.8,"-79.8376,40.34879 -79.83716,40.34878 -79.83691,40.34736 -79.83849,40.34731"
weekday,kept,1671.9,"-79.83867,40.345 -79.84762,40.34562 -79.84932,40.34584 -79.84963,40.34966 -79.84951,40.35034 -79.85094,40.35199 -79.85099,40.35235"
weekday,kept,2979.6,"-79.86508,40.35149 -79.86336,40.34369 -79.86123,40.34155 -79.85911,40.33917 -79.85726,40.33806 -79.85477,40.33704 -79.85303,40.33648 -79.8494,40.33447 -79.8448,40.33166"
weekday,kept,944.6,"-79.83643,40.32103 -79.83428,40.31889 -79.83333,40.3165 -79.82977,40.31467"
weekday,kept,4028.6,"-79.84099,40.35334 -79.84094,40.35459 -79.84071,40.35489 -79.83593,40.35753 -79.83487,40.35824 -79.83418,40.35897 -79.83256,40.36136 -79.83212,40.36142 -79.83144,40.36125 -79.83099,40.36133 -79.83046,40.36228 -79.82921,40.36276 -79.82884,40.3632 -79.82896,40.36391 -79.8305,40.36652 -79.83086,40.36812 -79.83084,40.36865 -79.83019,40.3698 -79.82915,40.37019 -79.82883,40.37045 -79.82834,40.37146 -79.82797,40.37287 -79.82732,40.3757 -79.82735,40.37606 -79.82793,40.37742 -79.82841,40.38045 -79.82768,40.38308 -79.8273,40.38317"
weekday,added,479.0,"-79.82707,40.38319 -79.82309,40.38358 -79.82277,40.38382 -79.82371,40.38437"
weekday,kept,6425.8,"-79.82382,40.38452 -79.82366,40.38481 -79.82274,40.38496 -79.82213,40.38523 -79.82126,40.38606 -79.82221,40.38723 -79.82244,40.3877 -79.8229,40.38776 -79.82388,40.38826 -79.82414,40.38797 -79.82337,40.38763 -79.82297,40.38778 -79.82251,40.38771 -79.82122,40.38611 -79.82173,40.38551 -79.82226,40.38516 -79.82312,40.38486 -79.82428,40.38475 -79.83761,40.39362 -79.83828,40.39491 -79.84157,40.39516 -79.84167,40.39524 -79.84144,40.39575 -79.84103,40.39879 -79.84083,40.3993 -79.84116,40.40034 -79.84118,40.40124 -79.84148,40.4021 -79.84295,40.4035 -79.84423,40.40582 -79.84557,40.40577 -79.84873,40.40735 -79.8493,40.40791 -79.85097,40.41047 -79.85218,40.40953 -79.85185,40.40978 -79.85227,40.40988 -79.85248,40.40979 -79.85262,40.40966 -79.85257,40.40932 -79.85107,40.41039 -79.85099,40.41052 -79.85113,40.41066 -79.85238,40.41148 -79.85374,40.41176 -79.85635,40.41259"
weekday,kept,499.9,"-79.86356,40.40566 -79.86588,40.40477 -79.86787,40.40381 -79.86854,40.40331"
weekday,kept,16.7,"-79.85265,40.4094 -79.85249,40.4093"
weekday,kept,418.7,"-79.84125,40.39589 -79.83867,40.39567 -79.83859,40.39479 -79.83808,40.39399"
weekday,kept,40.0,"-79.82822,40.38729 -79.82787,40.38705"
weekday,kept,40.0,"-79.82557,40.3855 -79.82522,40.38526"
weekday,kept,18.0,"-79.82452,40.38478 -79.82432,40.38473"
weekday,kept,44.4,"-79.8211,40.38611 -79.82115,40.38613"
weekday,kept,39.4,"-79.82441,40.38471 -79.82406,40.38448"
weekday,added,19.4,"-79.82317,40.38389 -79.8232,40.38372"
weekday,added,39.9,"-79.82361,40.38359 -79.82408,40.38354"
weekday,added,40.0,"-79.82595,40.38336 -79.82642,40.38331"
weekday,kept,40.0,"-79.82803,40.38233 -79.82812,40.38197"
weekday,kept,20.0,"-79.82833,40.38128 -79.82839,40.3811"
weekday,kept,20.0,"-79.82854,40.3804 -79.82853,40.38022"
weekday,kept,60.0,"-79.82843,40.37968 -79.82831,40.37915"
weekday,kept,199.9,"-79.84107,40.35461 -79.84163,40.35428 -79.84322,40.35395"
weekday,kept,20.0,"-79.84368,40.35388 -79.84392,40.35385"
weekday,kept,1281.7,"-79.749,40.42912 -79.7499,40.42902 -79.75007,40.42832 -79.74988,40.42801 -79.7492,40.4279 -79.74926,40.42742 -79.75098,40.42764 -79.75116,40.42775 -79.7513,40.42808 -79.7511,40.42933 -79.75167,40.43215 -79.7524,40.43328 -79.75374,40.43427"
weekday,added,400.0,"-79.75393,40.43438 -79.7577,40.43655"
weekday,kept,3581.6,"-79.75788,40.43666 -79.75827,40.43677 -79.75917,40.43664 -79.75946,40.43712 -79.75981,40.43736 -79.76134,40.43756 -79.76151,40.43802 -79.76222,40.43804 -79.76255,40.43886 -79.76271,40.43894 -79.76646,40.43891 -79.77022,40.43867 -79.77691,40.43779 -79.77943,40.43731 -79.78556,40.436 -79.7855,40.43532 -79.78869,40.4338 -79.79213,40.43114 -79.79234,40.43082 -79.79236,40.4305 -79.79171,40.4303 -79.79103,40.42982"
weekday,added,265.3,"-79.79124,40.42972 -79.79245,40.42917 -79.79206,40.42906 -79.79181,40.42945 -79.79121,40.42974"
weekday,kept,11151.4,"-79.79262,40.43056 -79.79375,40.4308 -79.79432,40.43136 -79.79399,40.43258 -79.79461,40.43449 -79.79452,40.43483 -79.79431,40.4349 -79.79395,40.43472 -79.7941,40.43441 -79.79833,40.4333 -79.80712,40.43023 -79.80804,40.43005 -79.80968,40.42994 -79.81202,40.4301 -79.81184,40.42766 -79.81155,40.42661 -79.81131,40.42631 -79.81074,40.42605 -79.81126,40.42488 -79.81305,40.42401 -79.81348,40.42395 -79.81384,40.42417 -79.81486,40.42618 -79.81488,40.42654 -79.81455,40.42758 -79.81484,40.42844 -79.8154,40.42902 -79.81626,40.42963 -79.81762,40.4311 -79.8201,40.43275 -79.82136,40.43466 -79.82217,40.43501 -79.82447,40.43539 -79.82788,40.437 -79.83263,40.43935 -79.83438,40.44104 -79.83563,40.44185 -79.83867,40.44323 -79.84193,40.44501 -79.84405,40.4458 -79.84541,40.44609 -79.84838,40.44648 -79.84859,40.44617 -79.84903,40.44606 -79.85091,40.44611 -79.85279,40.446 -79.86229,40.44458 -79.86606,40.44355 -79.86796,40.44249 -79.87176,40.44067 -79.87298,40.43982 -79.87406,40.4395 -79.8757,40.43961 -79.87627,40.43993 -79.87668,40.44093 -79.87771,40.44135 -79.87727,40.44216 -79.88786,40.44569"
weekday,kept,17.9,"-80.00644,40.44116 -80.00642,40.441"
weekday,kept,879.9,"-79.88615,40.44321 -79.87663,40.44004"
weekday,kept,1647.9,"-79.84896,40.44602 -79.84849,40.44597 -79.84817,40.44481 -79.84729,40.44505 -79.84432,40.44447 -79.84408,40.44473 -79.84223,40.44445 -79.84116,40.44408 -79.83784,40.44235 -79.8332,40.43958"
weekday,kept,40.0,"-79.83206,40.43895 -79.83166,40.43875"
weekday,kept,419.4,"-79.82382,40.43508 -79.82202,40.43423 -79.82134,40.4335 -79.82008,40.43269"
weekday,kept,19.8,"-79.81176,40.42736 -79.81183,40.42753"
weekday,kept,55.5,"-79.81206,40.42986 -79.81202,40.42999 -79.81156,40.42993"
weekday,kept,19.9,"-79.8085,40.42993 -79.80828,40.43"
weekday,kept,20.0,"-79.80646,40.43035 -79.80624,40.43041"
weekday,kept,20.0,"-79.79937,40.4328 -79.79915,40.43287"
weekday,kept,20.0,"-79.79873,40.43302 -79.79851,40.4331"
weekday,kept,20.0,"-79.7972,40.43351 -79.79698,40.43357"
weekday,kept,119.6,"-79.79562,40.43385 -79.79493,40.43376 -79.79439,40.43342"
weekday,kept,59.9,"-79.79409,40.43293 -79.79421,40.43241"
weekday,kept,176.7,"-79.7944,40.43189 -79.79468,40.43102 -79.79382,40.43081"
weekday,kept,39.8,"-79.79202,40.4305 -79.7922,40.43082"
weekday,kept,20.0,"-79.79097,40.43189 -79.79081,40.43202"
weekday,kept,80.0,"-79.79015,40.43253 -79.78948,40.43304"
weekday,kept,59.7,"-79.78865,40.43368 -79.78815,40.43405"
weekday,kept,20.0,"-79.78543,40.4357 -79.78549,40.43588"
weekday,kept,19.9,"-79.77982,40.43717 -79.77958,40.43717"
weekday,kept,20.0,"-79.77867,40.43735 -79.77844,40.4374"
weekday,kept,40.0,"-79.77752,40.43756 -79.77706,40.43765"
weekday,kept,39.6,"-79.77082,40.43855 -79.77036,40.43854"
weekday,kept,160.0,"-79.76895,40.43864 -79.76707,40.43876"
weekday,kept,79.3,"-79.76309,40.43892 -79.76242,40.43844"
weekday,kept,19.8,"-79.75908,40.43663 -79.75885,40.43663"
weekday,kept,20.0,"-79.75838,40.43664 -79.75815,40.43663"
weekday,kept,79.1,"-79.75123,40.42753 -79.75031,40.4275"
weekday,kept,674.1,"-79.74893,40.42768 -79.74665,40.42738 -79.74609,40.42768 -79.74593,40.4282 -79.74597,40.4291 -79.74612,40.42922 -79.74888,40.42913"
weekday,kept,74.2,"-79.88676,40.44253 -79.88669,40.44241 -79.88603,40.4422"
weekday,kept,4410.1,"-79.87845,40.43971 -79.87586,40.43884 -79.87493,40.43875 -79.87399,40.43794 -79.87354,40.43711 -79.87284,40.43639 -79.87158,40.4356 -79.87205,40.43405 -79.87264,40.43287 -79.87334,40.43194 -79.87377,40.43073 -79.87429,40.43038 -79.87539,40.43008 -79.87555,40.42996 -79.8755,40.42981 -79.87425,40.42899 -79.87205,40.42665 -79.86955,40.42566 -79.86901,40.42531 -79.86824,40.42382 -79.86781,40.4234 -79.86655,40.42292 -79.86402,40.42247 -79.86185,40.42176 -79.86023,40.42103 -79.85933,40.42045 -79.85895,40.41981 -79.85879,40.4173 -79.85851,40.41662 -79.85828,40.4163 -79.85682,40.41577 -79.85785,40.41359 -79.85788,40.41306 -79.85763,40.41277 -79.85671,40.41262"
weekday,kept,20.0,"-79.84117,40.40103 -79.84116,40.40085"
weekday,kept,7721.1,"-79.82239,40.3877 -79.82206,40.38837 -79.82113,40.38918 -79.81959,40.39099 -79.81902,40.39345 -79.81927,40.39374 -79.82002,40.39417 -79.82112,40.39596 -79.82127,40.39666 -79.82084,40.39897 -79.821,40.39949 -79.82403,40.40225 -79.82505,40.40366 -79.8252,40.40436 -79.82589,40.40482 -79.82519,40.40595 -79.82498,40.40738 -79.82246,40.40755 -79.81874,40.40806 -79.81888,40.40909 -79.81883,40.41141 -79.81859,40.41228 -79.81809,40.41289 -79.8162,40.41423 -79.81378,40.41812 -79.81301,40.41878 -79.81237,40.419 -79.8098,40.41925 -79.80673,40.42091 -79.8045,40.42191 -79.80356,40.42192 -79.80118,40.42117 -79.80047,40.42113 -79.79932,40.4213 -79.79666,40.42204 -79.79245,40.42434 -79.79037,40.42456 -79.78976,40.42553 -79.78848,40.42682 -79.78581,40.43036 -79.7902,40.43247"
weekday,kept,79.4,"-79.79063,40.43212 -79.7902,40.43225 -79.78974,40.43218"
weekday,kept,399.7,"-79.78574,40.43033 -79.78339,40.43342"
weekday,added,1234.0,"-79.78328,40.43349 -79.78237,40.43333 -79.7803,40.43246 -79.77898,40.43148 -79.77806,40.43153 -79.77706,40.43191 -79.7768,40.43239 -79.77563,40.43328 -79.77449,40.43442 -79.77242,40.43613"
weekday,added,299.5,"-79.7719,40.4365 -79.76969,40.43784 -79.76925,40.43825"
weekday,kept,20.0,"-79.76914,40.43841 -79.76903,40.43857"
weekday,added,20.0,"-79.76936,40.43826 -79.76947,40.43811"
weekday,added,99.5,"-79.77161,40.43675 -79.77246,40.43615"
weekday,kept,40.0,"-79.78618,40.42997 -79.78643,40.42967"
weekday,kept,177.7,"-79.81891,40.40912 -79.81979,40.40894 -79.81956,40.40806"
weekday,kept,20.0,"-79.85828,40.4163 -79.85841,40.41645"
weekday,kept,39.9,"-79.87232,40.43606 -79.8727,40.43628"
weekday,kept,8495.9,"-79.76685,40.38946 -79.76677,40.38892 -79.76588,40.38895 -79.76577,40.38904 -79.76634,40.39351 -79.76678,40.39453 -79.76909,40.39745 -79.77085,40.39914 -79.77255,40.40063 -79.77518,40.40216 -79.77564,40.40218 -79.78347,40.40084 -79.78613,40.40011 -79.78675,40.39985 -79.78942,40.39808 -79.7901,40.39796 -79.79151,40.39805 -79.7924,40.39783 -79.79309,40.39735 -79.79366,40.39656 -79.79414,40.39617 -79.79688,40.39476 -79.79796,40.39442 -79.79912,40.39453 -79.80347,40.39633 -79.80456,40.39658 -79.80511,40.3932 -79.80958,40.39326 -79.80971,40.39318 -79.80971,40.39174 -79.8095,40.39173 -79.80904,40.3918 -79.8087,40.39205 -79.8086,40.39326 -79.80508,40.39312 -79.80471,40.39522 -79.8048,40.39553 -79.80732,40.39596 -79.81021,40.39674 -79.8172,40.4013 -79.81736,40.4013 -79.81766,40.40102 -79.81786,40.40108 -79.82423,40.40381 -79.82514,40.40439"
weekday,kept,6192.9,"-79.82608,40.40493 -79.8267,40.40519 -79.82786,40.40534 -79.82856,40.40532 -79.82992,40.40501 -79.83159,40.40264 -79.83366,40.40053 -79.83692,40.40231 -79.83722,40.40257 -79.83885,40.40517 -79.84021,40.40641 -79.84229,40.4088 -79.844,40.41028 -79.84433,40.41095 -79.84451,40.4122 -79.84488,40.41305 -79.84736,40.41567 -79.84905,40.41863 -79.84992,40.4197 -79.85071,40.42036 -79.85164,40.42091 -79.86189,40.42605 -79.86262,40.42676 -79.86311,40.42757 -79.8639,40.43092 -79.86434,40.43175 -79.86485,40.43236 -79.86587,40.4331 -79.8713,40.43564"
weekday,kept,159.9,"-79.87496,40.43877 -79.87587,40.43934 -79.87629,40.43977"
weekday,kept,40.0,"-79.8911,40.44921 -79.89144,40.44947"
weekday,kept,20.0,"-80.00389,40.44142 -80.00412,40.44147"
weekday,kept,40.0,"-79.8713,40.43547 -79.87089,40.43528"
weekday,kept,20.0,"-79.86969,40.43471 -79.86949,40.43462"
weekday,kept,80.0,"-79.86908,40.43443 -79.86828,40.43405"
weekday,kept,20.0,"-79.86727,40.43358 -79.86707,40.43349"
weekday,kept,40.0,"-79.86667,40.4333 -79.86627,40.43311"
weekday,kept,59.9,"-79.86552,40.43267 -79.86504,40.43228"
weekday,kept,20.0,"-79.86476,40.43199 -79.86463,40.43184"
weekday,kept,40.0,"-79.86415,40.43102 -79.86402,40.43068"
weekday,kept,100.0,"-79.86391,40.43014 -79.86372,40.42926"
weekday,kept,60.0,"-79.86358,40.42855 -79.86347,40.42801"
weekday,kept,20.0,"-79.86328,40.4275 -79.8632,40.42733"
weekday,kept,40.0,"-79.86266,40.42653 -79.86237,40.42625"
weekday,kept,60.0,"-79.86172,40.42573 -79.86115,40.42541"
weekday,kept,40.0,"-79.86075,40.42521 -79.86036,40.42502"
weekday,kept,20.0,"-79.85996,40.42483 -79.85976,40.42473"
weekday,kept,40.0,"-79.85897,40.42434 -79.85857,40.42414"
weekday,kept,20.0,"-79.85818,40.42394 -79.85798,40.42385"
weekday,kept,80.0,"-79.85758,40.42365 -79.85679,40.42326"
weekday,kept,60.0,"-79.8558,40.42277 -79.85521,40.42248"
weekday,kept,60.0,"-79.85401,40.4219 -79.85342,40.4216"
weekday,kept,40.0,"-79.85303,40.4214 -79.85263,40.42121"
weekday,kept,20.0,"-79.85223,40.42102 -79.85203,40.42092"
weekday,kept,199.9,"-79.85164,40.42072 -79.85072,40.42016 -79.84994,40.41949"
weekday,kept,20.0,"-79.84913,40.4184 -79.84903,40.41823"
weekday,kept,80.0,"-79.84877,40.41773 -79.84841,40.41707"
weekday,kept,20.0,"-79.84824,40.41673 -79.84815,40.41657"
weekday,kept,20.0,"-79.84765,40.41575 -79.84754,40.4156"
weekday,kept,40.0,"-79.84729,40.41529 -79.84702,40.41499"
weekday,kept,80.0,"-79.84645,40.41443 -79.84586,40.41386"
weekday,kept,19.9,"-79.84528,40.4133 -79.84515,40.41315"
weekday,kept,20.0,"-79.84496,40.41282 -79.84487,40.41265"
weekday,kept,120.0,"-79.84469,40.41213 -79.84455,40.41106"
weekday,kept,59.9,"-79.84436,40.41054 -79.84404,40.41006"
weekday,kept,539.8,"-79.84344,40.40951 -79.84249,40.40872 -79.84146,40.40711 -79.83955,40.40577"
weekday,kept,1299.5,"-79.81776,40.40103 -79.81033,40.39632 -79.80743,40.39556 -79.80533,40.39536 -79.80488,40.39548"
weekday,kept,33.2,"-79.80972,40.39256 -79.80972,40.39262"
weekday,kept,529.1,"-79.80471,40.39535 -79.80468,40.39551 -79.80397,40.3955 -79.8039,40.39484 -79.80181,40.39478 -79.8012,40.39453 -79.79957,40.39434"
weekday,kept,20.0,"-79.79862,40.39433 -79.79839,40.39435"
weekday,kept,215.2,"-79.76628,40.39112 -79.76699,40.39106 -79.76704,40.39093 -79.76687,40.38968"
weekday,kept,1418.9,"-79.98524,40.46639 -79.98592,40.46413 -79.98794,40.46089 -79.99318,40.45982 -79.9935,40.45958 -79.99443,40.45812 -79.99524,40.45779"
