place,anchor,geoid,lat,lon,population,headline_current_median_min,headline_current_reachable_fraction,headline_current_access_stops,headline_proposed_median_min,headline_proposed_reachable_fraction,headline_proposed_access_stops,strict_current_median_min,strict_current_reachable_fraction,strict_current_access_stops,strict_proposed_median_min,strict_proposed_reachable_fraction,strict_proposed_access_stops,change_headline_min
South Oakland,Downtown,420030406001,40.437694,-79.952636,1174.0,,0.0,0,36.2,1.0,4,,0.0,0,39.2,1.0,4,
South Oakland,Downtown,420030406002,40.435629,-79.954032,880.0,39.0,1.0,4,31.5,1.0,10,41.0,1.0,4,35.2,1.0,10,-7.5
South Oakland,Downtown,420030409001,40.435889,-79.961799,1606.0,23.0,1.0,16,18.5,1.0,17,23.0,1.0,16,18.5,1.0,17,-4.5
South Oakland,Downtown,420030409002,40.432412,-79.955393,1096.0,32.1,1.0,4,29.2,1.0,11,32.1,1.0,4,30.2,1.0,11,-2.9
South Oakland,Downtown,420030409003,40.431051,-79.952629,624.0,,0.0,0,37.2,1.0,2,,0.0,0,40.2,1.0,2,
"South Park township (Allegheny, PA)",Downtown,420034900031,40.307937,-79.986701,914.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"South Park township (Allegheny, PA)",Downtown,420034900033,40.319637,-79.988776,1537.0,76.2,0.333,3,,0.0,0,76.2,0.333,3,,0.0,0,
"South Park township (Allegheny, PA)",Oakland,420034900031,40.307937,-79.986701,914.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"South Park township (Allegheny, PA)",Oakland,420034900033,40.319637,-79.988776,1537.0,101.1,0.333,3,,0.0,0,101.1,0.333,3,,0.0,0,
South Shore,Downtown,420039807001,40.431565,-80.00213,29.0,12.4,1.0,11,12.4,1.0,13,12.4,1.0,11,12.4,1.0,13,0.0
South Shore,Oakland,420039807001,40.431565,-80.00213,29.0,38.1,1.0,11,31.4,1.0,13,38.1,1.0,11,31.4,1.0,13,-6.7
South Side Flats,Downtown,420031609001,40.428992,-79.970552,1151.0,35.0,1.0,12,28.4,1.0,13,35.4,1.0,12,28.9,1.0,13,-6.6
South Side Flats,Downtown,420031609002,40.425325,-79.966091,1410.0,36.4,1.0,20,30.4,1.0,20,37.4,1.0,20,30.4,1.0,20,-6.0
South Side Flats,Downtown,420031609003,40.426963,-79.973971,922.0,34.4,1.0,10,29.4,1.0,11,34.4,1.0,10,30.4,1.0,11,-5.0
South Side Flats,Downtown,420031702001,40.429035,-79.987804,774.0,16.4,1.0,8,18.4,1.0,8,16.4,1.0,8,18.4,1.0,8,2.0
South Side Flats,Downtown,420031702002,40.430229,-79.98004,825.0,21.4,1.0,15,23.4,1.0,15,21.4,1.0,15,23.4,1.0,15,2.0
South Side Flats,Downtown,420031702003,40.427141,-79.985016,1249.0,20.4,1.0,10,22.4,1.0,9,20.4,1.0,10,22.4,1.0,9,2.0
South Side Flats,Downtown,420031702004,40.427159,-79.97966,1136.0,21.4,1.0,17,23.4,1.0,17,21.4,1.0,17,23.4,1.0,17,2.0
South Side Flats,Oakland,420031609001,40.428992,-79.970552,1151.0,23.1,1.0,12,22.0,1.0,13,23.1,1.0,12,22.0,1.0,13,-1.1
South Side Flats,Oakland,420031609002,40.425325,-79.966091,1410.0,28.1,1.0,20,23.1,1.0,20,28.1,1.0,20,23.1,1.0,20,-5.0
South Side Flats,Oakland,420031609003,40.426963,-79.973971,922.0,23.1,1.0,10,22.1,1.0,11,23.1,1.0,10,22.1,1.0,11,-1.0
South Side Flats,Oakland,420031702001,40.429035,-79.987804,774.0,33.1,1.0,8,34.1,1.0,8,34.1,1.0,8,34.1,1.0,8,1.0
South Side Flats,Oakland,420031702002,40.430229,-79.98004,825.0,25.1,1.0,15,23.4,1.0,15,25.1,1.0,15,23.4,1.0,15,-1.7
South Side Flats,Oakland,420031702003,40.427141,-79.985016,1249.0,31.1,1.0,10,32.4,1.0,9,32.1,1.0,10,33.1,1.0,9,1.3
South Side Flats,Oakland,420031702004,40.427159,-79.97966,1136.0,25.1,1.0,17,23.2,1.0,17,25.1,1.0,17,23.2,1.0,17,-1.9
South Side Slopes,Downtown,420031608001,40.42141,-79.970302,1872.0,40.4,1.0,5,37.4,1.0,5,40.4,1.0,5,37.4,1.0,5,-3.0
South Side Slopes,Downtown,420031608002,40.419412,-79.969622,680.0,41.4,1.0,8,38.4,1.0,8,41.4,1.0,8,38.4,1.0,8,-3.0
South Side Slopes,Downtown,420031706001,40.423962,-79.983335,1132.0,27.4,1.0,8,30.4,1.0,8,27.4,1.0,8,30.4,1.0,8,3.0
South Side Slopes,Downtown,420031706002,40.420284,-79.98464,643.0,26.4,1.0,16,27.4,1.0,15,26.4,1.0,16,27.4,1.0,15,1.0
South Side Slopes,Oakland,420031608001,40.42141,-79.970302,1872.0,46.1,1.0,5,36.4,1.0,5,46.1,1.0,5,36.4,1.0,5,-9.7
South Side Slopes,Oakland,420031608002,40.419412,-79.969622,680.0,47.1,1.0,8,40.4,1.0,8,47.1,1.0,8,40.4,1.0,8,-6.7
South Side Slopes,Oakland,420031706001,40.423962,-79.983335,1132.0,33.1,1.0,8,37.1,1.0,8,33.1,1.0,8,39.4,1.0,8,4.0
South Side Slopes,Oakland,420031706002,40.420284,-79.98464,643.0,31.1,1.0,16,34.1,1.0,15,31.1,1.0,16,36.4,1.0,15,3.0
Spring Garden,Downtown,420032413002,40.461328,-79.986382,1068.0,40.2,1.0,13,35.3,1.0,19,42.2,1.0,13,37.9,1.0,19,-4.9
Spring Garden,Oakland,420032413002,40.461328,-79.986382,1068.0,64.1,1.0,13,56.4,1.0,19,74.1,1.0,13,60.4,1.0,19,-7.7
Spring Hill-City View,Downtown,420032413003,40.465038,-79.990001,750.0,36.9,1.0,12,38.3,1.0,14,36.9,1.0,12,38.3,1.0,14,1.4
Spring Hill-City View,Downtown,420032620001,40.463242,-79.993023,1083.0,33.2,1.0,15,34.9,1.0,17,33.2,1.0,15,34.9,1.0,17,1.7
Spring Hill-City View,Downtown,420032620002,40.467745,-79.993097,726.0,41.9,1.0,12,39.3,1.0,12,41.9,1.0,12,39.3,1.0,12,-2.6
Spring Hill-City View,Downtown,420032620003,40.468995,-79.993826,591.0,42.9,1.0,12,40.3,1.0,14,42.9,1.0,12,40.3,1.0,14,-2.6
Spring Hill-City View,Oakland,420032413003,40.465038,-79.990001,750.0,61.1,1.0,12,58.4,1.0,14,64.1,1.0,12,58.4,1.0,14,-2.7
Spring Hill-City View,Oakland,420032620001,40.463242,-79.993023,1083.0,58.1,1.0,15,54.4,1.0,17,60.1,1.0,15,55.4,1.0,17,-3.7
Spring Hill-City View,Oakland,420032620002,40.467745,-79.993097,726.0,66.3,1.0,12,59.4,1.0,12,67.1,1.0,12,59.4,1.0,12,-6.9
Spring Hill-City View,Oakland,420032620003,40.468995,-79.993826,591.0,67.3,1.0,12,60.4,1.0,14,68.1,1.0,12,60.4,1.0,14,-6.9
"Springdale borough (Allegheny, PA)",Downtown,420034160002,40.553542,-79.790235,709.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Springdale borough (Allegheny, PA)",Downtown,420034171001,40.543724,-79.778058,806.0,77.9,1.0,8,84.5,1.0,8,77.9,1.0,8,84.7,1.0,8,6.6
"Springdale borough (Allegheny, PA)",Downtown,420034171002,40.542741,-79.78588,748.0,74.9,1.0,8,82.4,1.0,8,74.9,1.0,8,82.4,1.0,8,7.5
"Springdale borough (Allegheny, PA)",Downtown,420034171003,40.545227,-79.788479,612.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Springdale borough (Allegheny, PA)",Downtown,420034172001,40.539732,-79.781506,1234.0,75.9,1.0,8,82.4,1.0,8,75.9,1.0,8,82.4,1.0,8,6.5
"Springdale borough (Allegheny, PA)",Oakland,420034160002,40.553542,-79.790235,709.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Springdale borough (Allegheny, PA)",Oakland,420034171001,40.543724,-79.778058,806.0,96.1,1.0,8,88.7,1.0,8,97.1,1.0,8,89.7,1.0,8,-7.4
"Springdale borough (Allegheny, PA)",Oakland,420034171002,40.542741,-79.78588,748.0,93.1,1.0,8,86.7,1.0,8,94.1,1.0,8,87.7,1.0,8,-6.4
"Springdale borough (Allegheny, PA)",Oakland,420034171003,40.545227,-79.788479,612.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Springdale borough (Allegheny, PA)",Oakland,420034172001,40.539732,-79.781506,1234.0,94.1,1.0,8,87.7,1.0,8,95.1,1.0,8,87.7,1.0,8,-6.4
"Springdale township (Allegheny, PA)",Downtown,420035261011,40.542971,-79.749478,686.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Springdale township (Allegheny, PA)",Oakland,420035261011,40.542971,-79.749478,686.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Squirrel Hill North,Downtown,420030709003,40.448451,-79.944658,762.0,33.7,1.0,13,31.5,1.0,10,34.0,1.0,13,31.5,1.0,10,-2.2
Squirrel Hill North,Downtown,420031401001,40.444854,-79.940522,3647.0,32.0,1.0,15,25.5,1.0,13,32.0,1.0,15,25.5,1.0,13,-6.5
Squirrel Hill North,Downtown,420031401002,40.441164,-79.934855,1921.0,34.0,1.0,7,27.5,1.0,7,34.0,1.0,7,27.5,1.0,7,-6.5
Squirrel Hill North,Downtown,420031401003,40.43887,-79.937816,11.0,36.0,1.0,5,29.5,1.0,5,36.0,1.0,5,29.5,1.0,5,-6.5
Squirrel Hill North,Downtown,420031402001,40.448989,-79.924069,1305.0,37.0,1.0,12,37.5,1.0,8,41.0,1.0,12,39.5,1.0,8,0.5
Squirrel Hill North,Downtown,420031402002,40.447307,-79.930192,1466.0,37.0,1.0,15,36.5,1.0,11,39.0,1.0,15,36.5,1.0,11,-0.5
Squirrel Hill North,Downtown,420031403001,40.444285,-79.914282,793.0,44.7,1.0,8,42.7,1.0,8,47.0,1.0,8,42.7,1.0,8,-2.0
Squirrel Hill North,Downtown,420031403002,40.439801,-79.923684,949.0,38.0,1.0,16,31.5,1.0,10,38.0,1.0,16,31.5,1.0,10,-6.5
Squirrel Hill North,Downtown,420031403003,40.442573,-79.923909,783.0,42.0,1.0,24,38.5,1.0,16,44.0,1.0,24,39.5,1.0,16,-3.5
Squirrel Hill North,Downtown,420031403004,40.439519,-79.91457,84.0,42.0,1.0,7,36.5,1.0,4,42.0,1.0,7,36.5,1.0,4,-5.5
Squirrel Hill North,Downtown,420031403005,40.440482,-79.916856,920.0,43.0,1.0,11,37.5,1.0,11,44.0,1.0,11,38.5,1.0,11,-5.5
Squirrel Hill North,Oakland,420030709003,40.448451,-79.944658,762.0,22.4,1.0,13,20.8,1.0,10,22.4,1.0,13,20.8,1.0,10,-1.6
Squirrel Hill North,Oakland,420031401001,40.444854,-79.940522,3647.0,21.1,1.0,15,19.7,1.0,13,21.1,1.0,15,19.7,1.0,13,-1.4
Squirrel Hill North,Oakland,420031401002,40.441164,-79.934855,1921.0,23.1,1.0,7,21.7,1.0,7,23.1,1.0,7,21.7,1.0,7,-1.4
Squirrel Hill North,Oakland,420031401003,40.43887,-79.937816,11.0,25.1,1.0,5,23.7,1.0,5,25.1,1.0,5,23.7,1.0,5,-1.4
Squirrel Hill North,Oakland,420031402001,40.448989,-79.924069,1305.0,31.4,1.0,12,29.8,1.0,8,31.4,1.0,12,29.8,1.0,8,-1.6
Squirrel Hill North,Oakland,420031402002,40.447307,-79.930192,1466.0,28.4,1.0,15,25.8,1.0,11,28.4,1.0,15,25.8,1.0,11,-2.6
Squirrel Hill North,Oakland,420031403001,40.444285,-79.914282,793.0,43.1,1.0,8,32.7,1.0,8,43.1,1.0,8,32.7,1.0,8,-10.4
Squirrel Hill North,Oakland,420031403002,40.439801,-79.923684,949.0,27.1,1.0,16,26.7,1.0,10,27.1,1.0,16,26.7,1.0,10,-0.4
Squirrel Hill North,Oakland,420031403003,40.442573,-79.923909,783.0,37.1,1.0,24,30.7,1.0,16,37.1,1.0,24,30.7,1.0,16,-6.4
Squirrel Hill North,Oakland,420031403004,40.439519,-79.91457,84.0,31.1,1.0,7,30.7,1.0,4,31.1,1.0,7,30.7,1.0,4,-0.4
Squirrel Hill North,Oakland,420031403005,40.440482,-79.916856,920.0,33.1,1.0,11,32.7,1.0,11,33.1,1.0,11,32.7,1.0,11,-0.4
Squirrel Hill South,Downtown,420031408001,40.432022,-79.91465,1993.0,56.9,1.0,12,49.5,1.0,7,57.0,1.0,12,52.5,1.0,7,-7.4
Squirrel Hill South,Downtown,420031408002,40.435301,-79.91954,1822.0,40.0,1.0,20,33.5,1.0,23,40.1,1.0,20,33.5,1.0,23,-6.5
Squirrel Hill South,Downtown,420031408003,40.430957,-79.92123,843.0,42.0,1.0,16,35.5,1.0,20,42.1,1.0,16,35.5,1.0,20,-6.5
Squirrel Hill South,Downtown,420031413001,40.435909,-79.928064,1461.0,37.0,1.0,14,30.5,1.0,12,37.0,1.0,14,30.5,1.0,12,-6.5
Squirrel Hill South,Downtown,420031413002,40.431687,-79.929667,1536.0,50.1,1.0,14,49.5,1.0,8,50.6,1.0,14,51.5,1.0,8,-0.6
Squirrel Hill South,Downtown,420031413003,40.432213,-79.925762,2051.0,42.0,1.0,20,35.5,1.0,16,42.1,1.0,20,35.5,1.0,16,-6.5
Squirrel Hill South,Downtown,420031414002,40.424426,-79.920462,671.0,55.9,1.0,3,58.5,1.0,3,56.0,1.0,3,64.5,1.0,3,2.6
Squirrel Hill South,Downtown,420031414003,40.426866,-79.91923,1033.0,52.9,1.0,8,45.5,1.0,11,53.0,1.0,8,48.5,1.0,11,-7.4
Squirrel Hill South,Downtown,420031414005,40.428158,-79.923651,966.0,41.1,1.0,12,38.5,1.0,11,41.1,1.0,12,38.5,1.0,11,-2.6
Squirrel Hill South,Oakland,420031408001,40.432022,-79.91465,1993.0,50.1,1.0,12,40.2,1.0,7,50.1,1.0,12,40.2,1.0,7,-9.9
Squirrel Hill South,Oakland,420031408002,40.435301,-79.91954,1822.0,30.1,1.0,20,28.2,1.0,23,30.1,1.0,20,28.2,1.0,23,-1.9
Squirrel Hill South,Oakland,420031408003,40.430957,-79.92123,843.0,32.1,1.0,16,29.9,1.0,20,32.1,1.0,16,30.7,1.0,20,-2.2
Squirrel Hill South,Oakland,420031413001,40.435909,-79.928064,1461.0,26.1,1.0,14,24.7,1.0,12,26.1,1.0,14,24.7,1.0,12,-1.4
Squirrel Hill South,Oakland,420031413002,40.431687,-79.929667,1536.0,39.1,1.0,14,40.2,1.0,8,39.1,1.0,14,40.2,1.0,8,1.1
Squirrel Hill South,Oakland,420031413003,40.432213,-79.925762,2051.0,32.1,1.0,20,30.2,1.0,16,32.1,1.0,20,30.7,1.0,16,-1.9
Squirrel Hill South,Oakland,420031414002,40.424426,-79.920462,671.0,49.1,1.0,3,54.7,1.0,3,49.1,1.0,3,55.7,1.0,3,5.6
Squirrel Hill South,Oakland,420031414003,40.426866,-79.91923,1033.0,46.1,1.0,8,37.2,1.0,11,46.1,1.0,8,37.2,1.0,11,-8.9
Squirrel Hill South,Oakland,420031414005,40.428158,-79.923651,966.0,35.1,1.0,12,32.7,1.0,11,35.1,1.0,12,32.7,1.0,11,-2.4
St. Clair,Downtown,,40.410562,-79.973745,,56.4,1.0,8,46.4,1.0,5,56.4,1.0,8,46.4,1.0,5,-10.0
St. Clair,Oakland,,40.410562,-79.973745,,70.1,1.0,8,53.4,1.0,5,70.1,1.0,8,66.4,1.0,5,-16.7
Stanton Heights,Downtown,420031005002,40.478488,-79.939658,1229.0,60.0,1.0,10,46.7,1.0,10,60.0,1.0,10,46.7,1.0,10,-13.3
Stanton Heights,Downtown,420031018001,40.483418,-79.934467,953.0,60.0,1.0,4,48.7,1.0,4,60.0,1.0,4,48.7,1.0,4,-11.3
Stanton Heights,Downtown,420031018002,40.483762,-79.939239,1461.0,60.0,1.0,6,47.7,1.0,6,60.0,1.0,6,47.7,1.0,6,-12.3
Stanton Heights,Oakland,420031005002,40.478488,-79.939658,1229.0,68.1,1.0,10,54.4,1.0,10,69.1,1.0,10,58.7,1.0,10,-13.7
Stanton Heights,Oakland,420031018001,40.483418,-79.934467,953.0,68.1,1.0,4,55.4,1.0,4,68.1,1.0,4,60.7,1.0,4,-12.7
Stanton Heights,Oakland,420031018002,40.483762,-79.939239,1461.0,68.1,1.0,6,54.7,1.0,6,69.1,1.0,6,59.7,1.0,6,-13.4
"Stowe township (Allegheny, PA)",Downtown,420034621001,40.483665,-80.067164,521.0,,0.0,4,,0.0,4,,0.0,4,,0.0,4,
"Stowe township (Allegheny, PA)",Downtown,420034621002,40.487214,-80.085284,605.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Stowe township (Allegheny, PA)",Downtown,420034621003,40.48061,-80.074898,1398.0,49.2,1.0,10,48.3,1.0,10,49.3,1.0,10,48.3,1.0,10,-0.9
"Stowe township (Allegheny, PA)",Downtown,420034626001,40.473091,-80.068778,1002.0,43.2,1.0,6,40.3,1.0,6,43.3,1.0,6,40.3,1.0,6,-2.9
"Stowe township (Allegheny, PA)",Downtown,420034626002,40.475637,-80.07644,873.0,42.2,1.0,10,40.3,1.0,10,42.3,1.0,10,40.3,1.0,10,-1.9
"Stowe township (Allegheny, PA)",Downtown,420034626003,40.474047,-80.078903,751.0,41.2,1.0,10,39.3,1.0,10,41.3,1.0,10,39.3,1.0,10,-1.9
"Stowe township (Allegheny, PA)",Downtown,420034626004,40.471495,-80.07508,1276.0,43.2,1.0,7,40.3,1.0,7,43.3,1.0,7,40.3,1.0,7,-2.9
"Stowe township (Allegheny, PA)",Oakland,420034621001,40.483665,-80.067164,521.0,,0.0,4,,0.0,4,,0.0,4,,0.0,4,
"Stowe township (Allegheny, PA)",Oakland,420034621002,40.487214,-80.085284,605.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Stowe township (Allegheny, PA)",Oakland,420034621003,40.48061,-80.074898,1398.0,71.1,1.0,10,67.4,1.0,10,72.1,1.0,10,69.4,1.0,10,-3.7
"Stowe township (Allegheny, PA)",Oakland,420034626001,40.473091,-80.068778,1002.0,66.1,1.0,6,59.4,1.0,6,67.1,1.0,6,60.4,1.0,6,-6.7
"Stowe township (Allegheny, PA)",Oakland,420034626002,40.475637,-80.07644,873.0,66.1,1.0,10,59.4,1.0,10,67.1,1.0,10,59.4,1.0,10,-6.7
"Stowe township (Allegheny, PA)",Oakland,420034626003,40.474047,-80.078903,751.0,65.1,1.0,10,59.4,1.0,10,66.1,1.0,10,59.4,1.0,10,-5.7
"Stowe township (Allegheny, PA)",Oakland,420034626004,40.471495,-80.07508,1276.0,67.1,1.0,7,60.4,1.0,7,68.1,1.0,7,60.4,1.0,7,-6.7
Strip District,Downtown,420030203001,40.456719,-79.97972,1845.0,22.5,1.0,7,16.7,1.0,7,22.5,1.0,7,16.7,1.0,7,-5.8
Strip District,Oakland,420030203001,40.456719,-79.97972,1845.0,43.1,1.0,7,38.4,1.0,7,44.1,1.0,7,38.6,1.0,7,-4.7
Summer Hill,Downtown,420032613002,40.494512,-80.009769,998.0,41.6,1.0,11,47.9,1.0,2,42.2,1.0,11,47.9,1.0,2,6.3
Summer Hill,Oakland,420032613002,40.494512,-80.009769,998.0,68.1,1.0,11,68.4,1.0,2,71.1,1.0,11,72.4,1.0,2,0.3
Swisshelm Park,Downtown,420031411001,40.421479,-79.903142,1339.0,62.9,1.0,3,59.2,1.0,3,63.0,1.0,3,59.5,1.0,3,-3.7
Swisshelm Park,Oakland,420031411001,40.421479,-79.903142,1339.0,68.1,1.0,3,56.7,1.0,3,68.1,1.0,3,56.7,1.0,3,-11.4
"Swissvale borough (Allegheny, PA)",Downtown,420031412001,40.427746,-79.900219,21.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Swissvale borough (Allegheny, PA)",Downtown,420035151001,40.418621,-79.874912,703.0,52.0,1.0,2,55.5,1.0,4,52.0,1.0,2,55.5,1.0,4,3.5
"Swissvale borough (Allegheny, PA)",Downtown,420035151002,40.418101,-79.88203,1209.0,35.0,1.0,16,38.5,1.0,16,35.0,1.0,16,38.5,1.0,16,3.5
"Swissvale borough (Allegheny, PA)",Downtown,420035151003,40.421175,-79.882001,654.0,46.0,1.0,10,52.0,1.0,10,47.7,1.0,10,52.5,1.0,10,6.0
"Swissvale borough (Allegheny, PA)",Downtown,420035152002,40.424599,-79.882789,1065.0,42.0,1.0,15,46.4,1.0,15,46.0,1.0,15,47.7,1.0,15,4.4
"Swissvale borough (Allegheny, PA)",Downtown,420035153001,40.419671,-79.888987,675.0,41.0,1.0,21,44.5,1.0,23,41.0,1.0,21,44.5,1.0,23,3.5
"Swissvale borough (Allegheny, PA)",Downtown,420035153002,40.420233,-79.892432,1059.0,52.7,1.0,15,52.5,1.0,13,53.0,1.0,15,52.5,1.0,13,-0.2
"Swissvale borough (Allegheny, PA)",Downtown,420035154011,40.424206,-79.891855,881.0,50.0,1.0,16,50.5,1.0,12,50.0,1.0,16,50.5,1.0,12,0.5
"Swissvale borough (Allegheny, PA)",Downtown,420035154012,40.422568,-79.896976,632.0,57.9,1.0,12,60.2,1.0,7,58.0,1.0,12,60.5,1.0,7,2.3
"Swissvale borough (Allegheny, PA)",Downtown,420035154013,40.430387,-79.894793,777.0,50.0,1.0,11,48.5,1.0,8,50.0,1.0,11,48.5,1.0,8,-1.5
"Swissvale borough (Allegheny, PA)",Oakland,420031412001,40.427746,-79.900219,21.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Swissvale borough (Allegheny, PA)",Oakland,420035151001,40.418621,-79.874912,703.0,64.1,1.0,2,60.7,1.0,4,64.4,1.0,2,60.7,1.0,4,-3.4
"Swissvale borough (Allegheny, PA)",Oakland,420035151002,40.418101,-79.88203,1209.0,49.4,1.0,16,45.7,1.0,16,50.1,1.0,16,45.7,1.0,16,-3.7
"Swissvale borough (Allegheny, PA)",Oakland,420035151003,40.421175,-79.882001,654.0,57.4,1.0,10,56.9,1.0,10,58.1,1.0,10,57.7,1.0,10,-0.5
"Swissvale borough (Allegheny, PA)",Oakland,420035152002,40.424599,-79.882789,1065.0,53.1,1.0,15,50.7,1.0,15,53.1,1.0,15,51.7,1.0,15,-2.4
"Swissvale borough (Allegheny, PA)",Oakland,420035153001,40.419671,-79.888987,675.0,46.1,1.0,21,44.7,1.0,23,46.1,1.0,21,44.7,1.0,23,-1.4
"Swissvale borough (Allegheny, PA)",Oakland,420035153002,40.420233,-79.892432,1059.0,49.1,1.0,15,47.7,1.0,13,49.1,1.0,15,47.7,1.0,13,-1.4
"Swissvale borough (Allegheny, PA)",Oakland,420035154011,40.424206,-79.891855,881.0,46.1,1.0,16,44.7,1.0,12,46.1,1.0,16,44.7,1.0,12,-1.4
"Swissvale borough (Allegheny, PA)",Oakland,420035154012,40.422568,-79.896976,632.0,64.1,1.0,12,58.6,1.0,7,64.1,1.0,12,58.7,1.0,7,-5.5
"Swissvale borough (Allegheny, PA)",Oakland,420035154013,40.430387,-79.894793,777.0,44.1,1.0,11,43.7,1.0,8,44.1,1.0,11,43.7,1.0,8,-0.4
"Tarentum borough (Allegheny, PA)",Downtown,420034035001,40.604084,-79.763076,862.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Tarentum borough (Allegheny, PA)",Downtown,420034035002,40.60717,-79.753222,708.0,79.7,0.3,9,153.5,1.0,6,79.7,0.3,9,153.7,1.0,6,73.8
"Tarentum borough (Allegheny, PA)",Downtown,420034035003,40.604551,-79.752465,1147.0,101.9,1.0,15,150.5,1.0,9,101.9,1.0,15,150.7,1.0,9,48.6
"Tarentum borough (Allegheny, PA)",Downtown,420034035004,40.602137,-79.749851,934.0,101.9,1.0,9,108.4,1.0,11,101.9,1.0,9,110.4,1.0,11,6.5
"Tarentum borough (Allegheny, PA)",Downtown,420034035005,40.599713,-79.762803,701.0,93.9,1.0,7,103.5,1.0,6,93.9,1.0,7,104.7,1.0,6,9.6
"Tarentum borough (Allegheny, PA)",Downtown,421298004001,40.588624,-79.757192,1405.0,,0.0,0,148.5,1.0,4,,0.0,0,148.7,1.0,4,
"Tarentum borough (Allegheny, PA)",Downtown,421298011004,40.592871,-79.742646,1144.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Tarentum borough (Allegheny, PA)",Oakland,420034035001,40.604084,-79.763076,862.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Tarentum borough (Allegheny, PA)",Oakland,420034035002,40.60717,-79.753222,708.0,97.1,0.3,9,152.7,1.0,6,99.1,0.3,9,155.7,1.0,6,55.6
"Tarentum borough (Allegheny, PA)",Oakland,420034035003,40.604551,-79.752465,1147.0,121.2,1.0,15,149.7,1.0,9,124.1,1.0,15,153.7,1.0,9,28.5
"Tarentum borough (Allegheny, PA)",Oakland,420034035004,40.602137,-79.749851,934.0,121.2,1.0,9,114.7,1.0,11,124.1,1.0,9,114.7,1.0,11,-6.5
"Tarentum borough (Allegheny, PA)",Oakland,420034035005,40.599713,-79.762803,701.0,112.1,1.0,7,110.7,1.0,6,113.2,1.0,7,110.7,1.0,6,-1.4
"Tarentum borough (Allegheny, PA)",Oakland,421298004001,40.588624,-79.757192,1405.0,,0.0,0,147.7,1.0,4,,0.0,0,151.7,1.0,4,
"Tarentum borough (Allegheny, PA)",Oakland,421298011004,40.592871,-79.742646,1144.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
Terrace Village,Downtown,420030402001,40.439298,-79.968619,1044.0,26.0,1.0,24,22.5,1.0,20,26.0,1.0,24,22.5,1.0,20,-3.5
Terrace Village,Downtown,420030510001,40.441264,-79.970119,896.0,33.4,1.0,23,28.5,1.0,20,33.4,1.0,23,28.5,1.0,20,-4.9
Terrace Village,Downtown,420030510002,40.446081,-79.965639,807.0,30.4,1.0,18,27.4,1.0,16,30.4,1.0,18,27.4,1.0,16,-3.0
Terrace Village,Downtown,420030511001,40.441816,-79.976695,617.0,23.4,1.0,26,21.5,1.0,26,23.4,1.0,26,21.5,1.0,26,-1.9
Terrace Village,Oakland,420030402001,40.439298,-79.968619,1044.0,7.1,1.0,24,7.1,1.0,20,7.1,1.0,24,7.1,1.0,20,0.0
Terrace Village,Oakland,420030510001,40.441264,-79.970119,896.0,10.2,1.0,23,10.2,1.0,20,10.2,1.0,23,10.2,1.0,20,0.0
Terrace Village,Oakland,420030510002,40.446081,-79.965639,807.0,18.3,1.0,18,17.3,1.0,16,19.3,1.0,18,17.3,1.0,16,-1.0
Terrace Village,Oakland,420030511001,40.441816,-79.976695,617.0,27.3,1.0,26,23.4,1.0,26,27.3,1.0,26,23.6,1.0,26,-3.9
"Trafford borough (Allegheny, PA)",Downtown,420035214021,40.400478,-79.755798,1317.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Allegheny, PA)",Downtown,420035214022,40.404543,-79.745952,1285.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Allegheny, PA)",Oakland,420035214021,40.400478,-79.755798,1317.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Allegheny, PA)",Oakland,420035214022,40.404543,-79.745952,1285.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Westmoreland, PA)",Downtown,420035644007,40.382348,-79.767964,64.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Westmoreland, PA)",Downtown,421298022001,40.378645,-79.761292,636.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
"Trafford borough (Westmoreland, PA)",Downtown,421298022002,40.384943,-79.757564,1754.0,95.0,1.0,4,,0.0,0,95.0,1.0,4,,0.0,0,
"Trafford borough (Westmoreland, PA)",Downtown,421298022003,40.391613,-79.741611,837.0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,
