STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
42,007,601700,2,1368,+40.732981,-080.272482
42,007,601801,1,891,+40.756509,-080.198287
42,007,601801,2,837,+40.724788,-080.165724
42,007,601801,3,1833,+40.685902,-080.177673
42,007,601802,1,811,+40.687576,-080.240954
42,007,601802,2,2175,+40.714144,-080.207667
42,007,601802,3,636,+40.733801,-080.233587
42,007,602100,1,1743,+40.706509,-080.284318
42,007,602100,2,877,+40.703059,-080.283827
42,007,602100,3,852,+40.703541,-080.277473
42,007,602300,1,765,+40.694654,-080.301000
42,007,602300,2,1721,+40.698731,-080.304241
42,007,602400,1,1081,+40.689865,-080.312635
42,007,602400,2,871,+40.696066,-080.312343
42,007,602500,1,1295,+40.685933,-080.327426
42,007,602601,1,1907,+40.688513,-080.368824
42,007,602601,2,1788,+40.693803,-080.403158
42,007,602601,3,1554,+40.715763,-080.376925
42,007,602602,1,1929,+40.707324,-080.324395
42,007,602602,2,1612,+40.700328,-080.341611
42,007,602701,1,1234,+40.659516,-080.392634
42,007,602701,2,604,+40.653804,-080.429962
42,007,602702,1,1228,+40.705882,-080.469809
42,007,602702,2,1008,+40.670727,-080.492342
42,007,602702,3,1184,+40.672139,-080.461273
42,007,602800,1,724,+40.634998,-080.447284
42,007,602800,2,947,+40.640029,-080.454987
42,007,602800,3,762,+40.646368,-080.463510
42,007,602900,1,1483,+40.587114,-080.443553
42,007,602900,2,1201,+40.590996,-080.490543
42,007,603000,1,927,+40.621944,-080.356444
42,007,603000,2,605,+40.618763,-080.387700
42,007,603000,3,1261,+40.591766,-080.378850
42,007,603202,1,2406,+40.642513,-080.293766
42,007,603202,2,2020,+40.662094,-080.280085
42,007,603202,3,1712,+40.630077,-080.297050
42,007,603202,4,1019,+40.629366,-080.320812
42,007,603300,1,1871,+40.678185,-080.268980
42,007,603300,2,1940,+40.681942,-080.282026
42,007,603400,1,1185,+40.691741,-080.276741
42,007,603400,2,629,+40.689941,-080.278242
42,007,603500,1,834,+40.680999,-080.248535
42,007,603500,2,662,+40.689604,-080.255844
42,007,603600,1,2168,+40.665076,-080.234870
42,007,603700,1,1076,+40.649037,-080.227694
42,007,603700,2,754,+40.641980,-080.221925
42,007,603700,3,1240,+40.635447,-080.224279
42,007,603700,4,834,+40.629935,-080.218918
42,007,603801,1,1881,+40.664498,-080.212406
42,007,603801,2,1050,+40.672185,-080.194253
42,007,603802,1,927,+40.667688,-080.164452
42,007,603802,2,2218,+40.654564,-080.167032
42,007,603803,1,2043,+40.618883,-080.194645
42,007,603803,2,979,+40.622827,-080.163726
42,007,603900,1,1655,+40.613456,-080.220485
42,007,603900,2,1532,+40.593570,-080.215043
42,007,604000,1,1296,+40.600249,-080.223333
42,007,604000,2,1298,+40.593663,-080.223462
42,007,604100,1,1026,+40.581970,-080.222733
42,007,604100,2,902,+40.586179,-080.227289
42,007,604100,3,851,+40.587458,-080.223727
42,007,604200,1,950,+40.597264,-080.231296
42,007,604200,2,649,+40.590963,-080.229871
42,007,604500,1,393,+40.624635,-080.247206
42,007,604500,2,1427,+40.616971,-080.253984
42,007,604500,3,449,+40.619943,-080.258570
42,007,604600,1,958,+40.615183,-080.266957
42,007,604600,2,1215,+40.613114,-080.275604
42,007,604600,3,707,+40.609641,-080.284778
42,007,604700,1,1469,+40.606123,-080.274697
42,007,604800,1,841,+40.595384,-080.265509
42,007,604800,2,1297,+40.596709,-080.257339
42,007,604800,3,2737,+40.577867,-080.247390
42,007,604901,1,1014,+40.627136,-080.269681
42,007,604901,2,982,+40.611280,-080.294135
42,007,604901,3,1049,+40.602235,-080.286123
42,007,604901,4,981,+40.574485,-080.288691
42,007,604902,1,995,+40.592857,-080.272639
42,007,604902,2,1456,+40.577697,-080.267129
42,007,604902,3,1380,+40.560612,-080.262484
42,007,604902,4,1147,+40.568637,-080.277210
42,007,605001,1,1215,+40.565879,-080.331551
42,007,605001,2,1033,+40.521408,-080.336885
42,007,605002,1,1095,+40.507859,-080.487447
42,007,605002,2,1186,+40.542504,-080.442839
42,007,605002,3,1178,+40.517231,-080.391224
42,007,605100,1,720,+40.841364,-080.194494
42,007,605100,2,1471,+40.826289,-080.221415
42,007,605100,3,798,+40.786871,-080.201648
42,007,605100,4,1691,+40.848346,-080.264096
42,007,605200,1,1316,+40.766805,-080.336654
42,007,605200,2,1195,+40.779848,-080.338086
42,007,605300,1,553,+40.834684,-080.340725
42,007,605300,2,1733,+40.814935,-080.376459
42,007,605300,3,712,+40.834656,-080.324614
42,007,605400,1,745,+40.705302,-080.298042
42,007,605400,2,1778,+40.725827,-080.305776
42,007,605400,3,966,+40.733973,-080.308857
42,007,605500,1,1799,+40.659295,-080.308864
42,007,605500,2,1245,+40.647964,-080.316338
42,007,605500,3,1026,+40.674245,-080.300394
42,007,605500,4,941,+40.661844,-080.331415
42,007,605600,1,1039,+40.718497,-080.286556
42,007,605600,2,1672,+40.713139,-080.270246
42,007,605600,3,565,+40.699130,-080.267611
42,007,605700,1,720,+40.613502,-080.247291
42,007,605700,2,1387,+40.607418,-080.261723
42,007,605700,3,513,+40.637161,-080.241680
42,007,605800,1,1398,+40.837584,-080.295585
42,007,605800,2,610,+40.852450,-080.285656
42,007,605800,3,1328,+40.816925,-080.262285
42,007,605800,4,1734,+40.778929,-080.278668
42,007,605800,5,1035,+40.797321,-080.301724
42,009,960100,1,899,+40.218352,-078.246823
42,009,960100,2,1209,+40.216132,-078.257623
42,009,960100,3,1465,+40.229943,-078.359300
42,009,960200,1,1525,+40.253258,-078.503139
42,009,960200,2,835,+40.233926,-078.584525
42,009,960200,3,1022,+40.193533,-078.519816
42,009,960300,1,1849,+40.174023,-078.623090
42,009,960300,2,1709,+40.138509,-078.580269
42,009,960300,3,1275,+40.126210,-078.537866
42,009,960400,1,819,+40.116147,-078.298901
42,009,960400,2,1259,+40.118196,-078.343711
42,009,960400,3,1205,+40.154573,-078.412222
42,009,960400,4,1919,+40.225770,-078.415713
42,009,960500,1,624,+40.130039,-078.207773
42,009,960500,2,943,+40.162022,-078.228433
42,009,960500,3,663,+39.953583,-078.273505
42,009,960500,4,1097,+40.024135,-078.247676
42,009,960600,1,1047,+40.028722,-078.346209
42,009,960600,2,666,+40.012954,-078.369579
42,009,960600,3,1099,+40.016116,-078.375817
42,009,960600,4,760,+40.005602,-078.371550
42,009,960600,5,1275,+39.978793,-078.362845
42,009,960700,1,734,+40.018335,-078.498958
42,009,960700,2,765,+40.020462,-078.508711
42,009,960700,3,804,+40.010172,-078.506536
42,009,960700,4,562,+40.012849,-078.498435
42,009,960800,1,956,+40.067156,-078.471462
42,009,960800,2,1119,+40.080862,-078.515766
42,009,960800,3,1745,+40.014401,-078.530435
42,009,960800,4,1285,+40.000990,-078.513361
42,009,960900,1,1353,+40.062630,-078.617538
42,009,960900,2,1200,+40.087561,-078.670006
42,009,960900,3,898,+39.993707,-078.714256
42,009,960900,4,1248,+39.980404,-078.615573
42,009,961001,1,1393,+39.891905,-078.383479
42,009,961001,2,1354,+39.772364,-078.494153
42,009,961002,1,1770,+40.027298,-078.435085
42,009,961002,2,1273,+39.939914,-078.496095
42,009,961100,1,1454,+39.821356,-078.644833
42,009,961100,2,576,+39.857801,-078.704427
42,009,961100,3,863,+39.821254,-078.721418
42,009,961100,4,1061,+39.774602,-078.752021
42,011,000100,1,1278,+40.335156,-075.919130
42,011,000100,2,1415,+40.335091,-075.921027
42,011,000100,3,1034,+40.335344,-075.923626
42,011,000100,4,1271,+40.334722,-075.927681
42,011,000100,5,1078,+40.335267,-075.930676
42,011,000200,1,1525,+40.357404,-075.945831
42,011,000200,2,856,+40.352249,-075.949759
42,011,000200,3,1660,+40.355439,-075.954484
42,011,000300,1,965,+40.354214,-075.934240
42,011,000300,2,1408,+40.356256,-075.939874
42,011,000400,1,1950,+40.356220,-075.927402
42,011,000400,2,1166,+40.349708,-075.928649
42,011,000400,3,998,+40.351187,-075.927850
42,011,000500,1,1756,+40.357818,-075.917018
42,011,000500,2,883,+40.359972,-075.916704
42,011,000500,3,1063,+40.365458,-075.922182
42,011,000600,1,724,+40.361708,-075.902940
42,011,000600,2,2725,+40.360777,-075.910041
42,011,000700,1,1167,+40.354069,-075.910467
42,011,000700,2,1634,+40.350263,-075.913871
42,011,000700,3,1560,+40.353867,-075.914335
42,011,000800,1,1666,+40.354645,-075.917434
42,011,000800,2,1858,+40.351691,-075.917666
42,011,000800,3,1134,+40.349526,-075.918189
42,011,000900,1,1908,+40.347082,-075.927167
42,011,000900,2,1110,+40.346993,-075.931709
42,011,001000,1,1454,+40.346113,-075.934384
42,011,001000,2,2056,+40.346030,-075.936724
42,011,001100,1,1832,+40.347138,-075.939449
42,011,001100,2,1192,+40.345155,-075.941010
42,011,001100,3,1424,+40.345489,-075.942165
42,011,001200,1,1007,+40.340491,-075.934567
42,011,001200,2,847,+40.341308,-075.936901
42,011,001300,1,1252,+40.342786,-075.928933
42,011,001300,2,1143,+40.340590,-075.928903
42,011,001300,3,1119,+40.339266,-075.928377
42,011,001400,1,1114,+40.347877,-075.919090
42,011,001400,2,1213,+40.346582,-075.918542
42,011,001400,3,1217,+40.345062,-075.918401
42,011,001400,4,1289,+40.343625,-075.918745
42,011,001500,1,1300,+40.347476,-075.914398
42,011,001500,2,1448,+40.345480,-075.913506
42,011,001500,3,1149,+40.343540,-075.913636
42,011,001600,1,1701,+40.341540,-075.912784
42,011,001600,2,1168,+40.339821,-075.913557
42,011,001700,1,1939,+40.341257,-075.918456
42,011,001700,2,1414,+40.339405,-075.919045
42,011,001800,1,1252,+40.334632,-075.906574
42,011,001800,2,1754,+40.330162,-075.905522
42,011,001900,1,1668,+40.335568,-075.916800
42,011,001900,2,1192,+40.332710,-075.915610
42,011,002001,1,1443,+40.326952,-075.902047
42,011,002002,1,1534,+40.327999,-075.906858
42,011,002002,2,1734,+40.328801,-075.910658
42,011,002100,1,971,+40.331268,-075.915131
42,011,002100,2,1273,+40.329460,-075.915288
42,011,002100,3,1046,+40.327815,-075.916273
42,011,002200,1,905,+40.329724,-075.919202
42,011,002200,2,1377,+40.330090,-075.921782
42,011,002300,1,858,+40.330777,-075.926363
42,011,002300,2,1444,+40.327632,-075.925782
42,011,002500,1,734,+40.335815,-075.933549
42,011,002500,2,1570,+40.330169,-075.929842
42,011,002500,3,1195,+40.339748,-075.938651
42,011,002600,1,1004,+40.322580,-075.941306
42,011,002600,2,2452,+40.320610,-075.946844
42,011,002700,1,737,+40.321678,-075.954754
42,011,002700,2,1388,+40.315906,-075.947974
42,011,002900,1,1685,+40.319680,-075.932168
42,011,002900,2,1826,+40.311972,-075.933359
42,011,010100,1,1856,+40.493932,-076.170610
42,011,010100,2,2322,+40.469763,-076.344865
42,011,010100,3,1737,+40.490701,-076.252756
42,011,010201,1,1388,+40.490312,-076.019535
42,011,010201,2,1487,+40.452234,-076.022508
42,011,010201,3,1569,+40.468191,-075.989336
42,011,010202,1,2479,+40.533839,-076.013775
42,011,010202,2,1124,+40.554419,-076.023041
42,011,010202,3,1606,+40.513635,-076.093547
42,011,010302,1,1997,+40.445257,-076.098130
42,011,010302,2,1030,+40.416583,-076.048064
42,011,010303,1,2023,+40.442918,-075.970147
42,011,010304,1,1238,+40.364013,-075.957455
42,011,010304,2,2603,+40.420232,-075.992280
42,011,010304,3,1584,+40.387014,-075.999484
42,011,010304,4,1212,+40.384077,-076.016840
42,011,010401,1,1616,+40.430192,-076.292960
42,011,010402,1,2369,+40.439470,-076.151845
42,011,010402,2,1220,+40.395032,-076.121951
42,011,010402,3,1833,+40.381963,-076.223929
42,011,010402,4,1799,+40.442081,-076.231779
42,011,010500,1,1217,+40.366795,-076.189755
42,011,010500,2,1675,+40.362512,-076.185246
42,011,010500,3,1731,+40.356298,-076.149834
42,011,010500,4,1305,+40.349545,-076.138977
42,011,010500,5,730,+40.353453,-076.134636
42,011,010601,1,2776,+40.330589,-076.081618
42,011,010602,1,2429,+40.335359,-076.035617
42,011,010602,2,1666,+40.356113,-076.042773
42,011,010602,3,2135,+40.337923,-076.080869
42,011,010701,1,1569,+40.323334,-076.120650
42,011,010701,2,1372,+40.299582,-076.098605
42,011,010702,1,1881,+40.320806,-076.080648
42,011,010702,2,1793,+40.317089,-076.049690
42,011,010702,3,1048,+40.304191,-076.064384
42,011,010801,1,1953,+40.278835,-076.052217
42,011,010803,1,1555,+40.313816,-076.015482
42,011,010803,2,1519,+40.315637,-076.010412
42,011,010803,3,1734,+40.312098,-076.003669
42,011,010803,4,1140,+40.309046,-075.993108
42,011,010804,1,1917,+40.294932,-076.018018
42,011,010804,2,1729,+40.310798,-076.030062
42,011,010902,1,1379,+40.328668,-076.018893
42,011,010902,2,1279,+40.324108,-076.027353
42,011,010902,3,1628,+40.319915,-076.021040
42,011,010903,1,2389,+40.347591,-075.996825
42,011,010903,2,2049,+40.334159,-076.010929
42,011,010903,3,792,+40.327755,-076.003575
42,011,010903,4,832,+40.360153,-075.974667
42,011,010904,1,2700,+40.343463,-075.988414
42,011,010904,2,1097,+40.336075,-075.999272
42,011,010905,1,1610,+40.324528,-075.988069
42,011,010905,2,1631,+40.314777,-075.987898
42,011,010905,3,2020,+40.321877,-075.999815
42,011,011000,1,1835,+40.336094,-075.984611
42,011,011000,2,1168,+40.332332,-075.978108
42,011,011000,3,940,+40.329284,-075.991435
42,011,011000,4,822,+40.328858,-075.996536
42,011,011101,1,1173,+40.341926,-075.964440
42,011,011101,2,1357,+40.345282,-075.959568
42,011,011102,1,766,+40.326846,-075.966226
42,011,011102,2,1276,+40.331551,-075.960076
42,011,011102,3,2255,+40.323335,-075.976167
42,011,011102,4,1284,+40.315104,-075.968702
42,011,011200,1,764,+40.332451,-075.946325
42,011,011200,2,1832,+40.336751,-075.948266
42,011,011200,3,1094,+40.330166,-075.945784
42,011,011200,4,863,+40.333925,-075.947588
42,011,011300,1,1558,+40.309555,-075.946305
42,011,011300,2,1443,+40.307271,-075.941743
42,011,011400,1,1497,+40.307107,-075.962773
42,011,011400,2,744,+40.309174,-075.967990
42,011,011400,3,934,+40.300218,-075.964929
42,011,011400,4,1187,+40.299965,-075.972949
42,011,011400,5,1113,+40.304743,-075.971864
42,011,011500,1,588,+40.285237,-075.980324
42,011,011500,2,788,+40.284059,-075.985939
42,011,011500,3,1551,+40.288994,-075.989859
42,011,011601,1,1664,+40.310258,-075.954133
42,011,011601,2,1407,+40.302478,-075.955677
42,011,011601,3,2465,+40.291432,-075.962060
42,011,011602,1,1052,+40.305011,-075.989208
42,011,011602,2,1048,+40.267673,-075.986556
42,011,011602,3,2445,+40.291280,-075.994871
42,011,011603,1,1461,+40.278977,-075.913390
42,011,011603,2,1514,+40.299822,-075.935426
42,011,011603,3,1709,+40.264704,-075.940320
42,011,011603,4,854,+40.278893,-075.920388
42,011,011702,1,2484,+40.243354,-076.002503
42,011,011702,2,2118,+40.225827,-075.953097
42,011,011703,1,2140,+40.160443,-075.891048
42,011,011703,2,2148,+40.157190,-075.863318
42,011,011704,1,2527,+40.241056,-075.902209
42,011,011705,1,2596,+40.269192,-075.862543
42,011,011705,2,2415,+40.206122,-075.866730
42,011,011800,1,715,+40.265289,-075.803620
42,011,011800,2,2127,+40.262428,-075.815966
42,011,011800,3,2264,+40.258800,-075.804675
42,011,011902,1,1065,+40.259463,-075.789184
42,011,011902,2,1281,+40.227304,-075.808599
42,011,011902,3,1540,+40.241212,-075.732398
42,011,011903,1,851,+40.308310,-075.762814
42,011,011903,2,1959,+40.289157,-075.730970
42,011,011903,3,2365,+40.308635,-075.723030
42,011,011905,1,2244,+40.274114,-075.747196
42,011,011905,2,1167,+40.273405,-075.770480
42,011,011906,1,1333,+40.270636,-075.720280
42,011,011906,2,1605,+40.269285,-075.729626
42,011,011906,3,1872,+40.270538,-075.737633
42,011,012001,1,1285,+40.287711,-075.837760
42,011,012001,2,1112,+40.282401,-075.820374
42,011,012003,1,2195,+40.313903,-075.878597
42,011,012004,1,1590,+40.292988,-075.856901
42,011,012004,2,1314,+40.297192,-075.858124
42,011,012004,3,2106,+40.299312,-075.873337
42,011,012004,4,1747,+40.303149,-075.868158
42,011,012101,1,1892,+40.324776,-075.864169
42,011,012103,1,689,+40.295862,-075.812420
42,011,012103,2,1811,+40.332397,-075.816601
42,011,012104,1,1191,+40.339856,-075.870676
42,011,012104,2,1939,+40.339427,-075.855264
42,011,012106,1,1857,+40.314495,-075.861821
42,011,012106,2,1822,+40.307854,-075.839765
42,011,012106,3,1235,+40.298594,-075.837842
42,011,012107,1,1823,+40.317975,-075.845951
42,011,012107,2,1750,+40.328232,-075.834073
42,011,012200,1,1017,+40.329405,-075.884802
42,011,012200,2,1404,+40.326610,-075.892952
42,011,012200,3,897,+40.330645,-075.889784
42,011,012300,1,976,+40.345676,-075.871121
42,011,012300,2,1386,+40.339328,-075.877411
42,011,012300,3,1436,+40.334907,-075.883030
42,011,012300,4,840,+40.352146,-075.870464
42,011,012400,1,1893,+40.373392,-075.907299
42,011,012400,2,1446,+40.407996,-075.909910
42,011,012400,3,1136,+40.409350,-075.918937
42,011,012400,4,1464,+40.403485,-075.921755
42,011,012400,5,1914,+40.387758,-075.902815
42,011,012500,1,1228,+40.411690,-075.926396
42,011,012500,2,1014,+40.397474,-075.923572
42,011,012600,1,1112,+40.377544,-075.922546
42,011,012600,2,1431,+40.373577,-075.923252
42,011,012701,1,2237,+40.395050,-075.948145
42,011,012701,2,1697,+40.385934,-075.940183
42,011,012701,3,1142,+40.388969,-075.954542
42,011,012702,1,2601,+40.404288,-075.954386
42,011,012702,2,1600,+40.394584,-075.963607
42,011,012800,1,764,+40.392617,-075.910209
42,011,012800,2,891,+40.388034,-075.908960
42,011,012800,3,1742,+40.390188,-075.917117
42,011,012800,4,880,+40.385988,-075.923129
42,011,012901,1,1436,+40.397030,-075.880218
42,011,012901,2,1660,+40.385515,-075.846168
42,011,012901,3,738,+40.369510,-075.870167
42,011,012902,1,1525,+40.393699,-075.775611
42,011,012902,2,2285,+40.371599,-075.776382
42,011,013000,1,1173,+40.298881,-075.661255
42,011,013000,2,1332,+40.259102,-075.699389
42,011,013000,3,2073,+40.314573,-075.691779
42,011,013000,4,2189,+40.354678,-075.707533
42,011,013100,1,2437,+40.344377,-075.636481
42,011,013100,2,1749,+40.327877,-075.650111
42,011,013100,3,926,+40.358685,-075.655027
42,011,013200,1,1203,+40.335699,-075.638524
42,011,013200,2,2004,+40.330119,-075.632249
42,011,013200,3,1057,+40.332092,-075.641681
42,011,013301,1,1446,+40.448104,-075.596127
42,011,013301,2,1516,+40.449325,-075.556694
42,011,013302,1,1257,+40.372863,-075.627158
42,011,013302,2,2392,+40.378091,-075.608926
42,011,013302,3,1678,+40.400236,-075.605571
42,011,013302,4,1228,+40.400589,-075.589103
42,011,013402,1,1378,+40.433602,-075.654303
42,011,013402,2,1595,+40.399292,-075.695150
42,011,013403,1,2608,+40.417687,-075.838447
42,011,013403,2,1390,+40.436560,-075.804504
42,011,013404,1,1990,+40.435710,-075.747448
42,011,013404,2,712,+40.471049,-075.725037
42,011,013404,3,944,+40.453316,-075.764379
42,011,013501,1,2598,+40.441458,-075.937490
42,011,013501,2,1225,+40.462502,-075.900717
42,011,013502,1,1373,+40.438120,-075.886649
42,011,013502,2,2044,+40.446029,-075.881763
42,011,013503,1,1729,+40.453678,-075.878802
42,011,013503,2,2798,+40.444669,-075.864883
42,011,013600,1,1125,+40.456415,-075.828318
42,011,013600,2,1116,+40.453976,-075.821347
42,011,013600,3,1808,+40.456647,-075.812281
42,011,013701,1,1800,+40.465089,-075.821083
42,011,013701,2,1803,+40.507408,-075.850953
42,011,013702,1,1107,+40.515320,-075.964758
42,011,013702,2,1360,+40.501142,-075.968814
42,011,013702,3,1368,+40.503265,-075.929174
42,011,013800,1,964,+40.564741,-075.986127
42,011,013800,2,1949,+40.553948,-075.978090
42,011,013800,3,1357,+40.553808,-075.983690
42,011,013901,1,1808,+40.620424,-075.863267
42,011,013901,2,2489,+40.556675,-075.944081
42,011,013902,1,1615,+40.562430,-075.848901
42,011,013902,2,1845,+40.579038,-075.770495
42,011,014000,1,1835,+40.525004,-075.772590
42,011,014000,2,1134,+40.518001,-075.783294
42,011,014000,3,1193,+40.514125,-075.774893
42,011,014101,1,1036,+40.508843,-075.781216
42,011,014101,2,2058,+40.507727,-075.779392
42,011,014102,1,1166,+40.546469,-075.727980
42,011,014102,2,1886,+40.499320,-075.745039
42,011,014102,3,1474,+40.514179,-075.787478
42,011,014201,1,610,+40.507922,-075.700551
42,011,014201,2,2461,+40.500066,-075.699069
42,011,014202,1,2125,+40.508976,-075.661339
42,011,014202,2,1767,+40.475715,-075.626692
42,011,014202,3,645,+40.478625,-075.693653
42,013,010101,1,654,+40.728343,-078.185181
42,013,010101,2,907,+40.705252,-078.238717
42,013,010101,3,1187,+40.665689,-078.267799
42,013,010101,4,1532,+40.634875,-078.234372
42,013,010102,1,1433,+40.666792,-078.249066
42,013,010102,2,701,+40.674090,-078.238199
42,013,010102,3,718,+40.674509,-078.235418
42,013,010103,1,1174,+40.675587,-078.243039
42,013,010103,2,1454,+40.683183,-078.242701
42,013,010401,1,1008,+40.598406,-078.331227
42,013,010401,2,819,+40.604577,-078.336713
42,013,010403,1,1848,+40.576781,-078.355461
42,013,010403,2,759,+40.627306,-078.369155
42,013,010404,1,1364,+40.605173,-078.343229
42,013,010404,2,1484,+40.596820,-078.319823
42,013,010404,3,1023,+40.637850,-078.298959
42,013,010500,1,1129,+40.555402,-078.433415
42,013,010500,2,1553,+40.529354,-078.425814
42,013,010500,3,1473,+40.488673,-078.442735
42,013,010600,1,927,+40.482422,-078.380896
42,013,010600,2,1232,+40.463779,-078.394025
42,013,010701,1,1440,+40.539277,-078.363934
42,013,010701,2,2050,+40.546716,-078.405866
42,013,010702,1,1107,+40.540152,-078.346854
42,013,010702,2,1250,+40.527386,-078.362896
42,013,010702,3,940,+40.532480,-078.303584
42,013,010800,1,771,+40.496150,-078.202674
42,013,010800,2,592,+40.447378,-078.185701
42,013,010800,3,845,+40.439790,-078.235678
42,013,010800,4,1233,+40.461219,-078.202859
42,013,010900,1,1231,+40.480266,-078.303713
42,013,010900,2,1153,+40.457313,-078.377882
42,013,010900,3,760,+40.445396,-078.311693
42,013,010900,4,1721,+40.416736,-078.349443
42,013,010900,5,1792,+40.445317,-078.373216
42,013,010900,6,742,+40.453939,-078.376267
42,013,011001,1,1545,+40.446597,-078.468750
42,013,011001,2,847,+40.426667,-078.469886
42,013,011001,3,968,+40.389085,-078.514296
42,013,011002,1,1920,+40.449545,-078.408297
42,013,011002,2,1064,+40.460399,-078.430269
42,013,011002,3,1317,+40.434358,-078.442688
42,013,011101,1,730,+40.428706,-078.417767
42,013,011101,2,851,+40.425869,-078.433285
42,013,011102,1,1245,+40.420345,-078.417071
42,013,011102,2,1572,+40.417084,-078.400465
42,013,011102,3,1870,+40.390877,-078.418007
42,013,011201,1,1096,+40.435238,-078.385732
42,013,011201,2,836,+40.435709,-078.399881
42,013,011201,3,1285,+40.431437,-078.394002
42,013,011202,1,1216,+40.428698,-078.389470
42,013,011202,2,1208,+40.424601,-078.403528
42,013,011300,1,806,+40.313101,-078.323135
42,013,011300,2,1070,+40.308574,-078.326876
42,013,011300,3,1767,+40.301401,-078.325880
42,013,011300,4,666,+40.283127,-078.291526
42,013,011300,5,1252,+40.366811,-078.277518
42,013,011400,1,993,+40.336979,-078.398615
42,013,011400,2,1391,+40.332411,-078.398153
42,013,011500,1,1936,+40.374704,-078.451155
42,013,011500,2,1066,+40.349110,-078.448606
42,013,011500,3,1633,+40.307964,-078.391394
42,013,011500,4,663,+40.346239,-078.376710
42,013,011600,1,1592,+40.289890,-078.452656
42,013,011600,2,1204,+40.299033,-078.466814
42,013,011600,3,992,+40.319688,-078.516035
42,013,100200,1,1167,+40.493404,-078.420529
42,013,100200,2,1035,+40.479930,-078.426644
42,013,100300,1,808,+40.507074,-078.408018
42,013,100300,2,1317,+40.501547,-078.413654
42,013,100300,3,1054,+40.502504,-078.417503
42,013,100400,1,1017,+40.513302,-078.413010
42,013,100400,2,649,+40.510260,-078.416522
42,013,100500,1,763,+40.519837,-078.405518
42,013,100500,2,926,+40.518008,-078.408485
42,013,100500,3,712,+40.516669,-078.412704
42,013,100500,4,908,+40.522441,-078.412270
42,013,100600,1,1110,+40.529305,-078.402314
42,013,100600,2,733,+40.527061,-078.409212
42,013,100600,3,602,+40.524142,-078.405573
42,013,100700,1,1461,+40.525404,-078.397550
42,013,100700,2,905,+40.529668,-078.395295
42,013,100800,1,995,+40.539334,-078.405496
42,013,100800,2,668,+40.533159,-078.407271
42,013,100900,1,728,+40.535721,-078.394230
42,013,100900,2,902,+40.538342,-078.389524
42,013,100900,3,1049,+40.536872,-078.385596
42,013,100900,4,1314,+40.547389,-078.377638
42,013,101100,1,1490,+40.472752,-078.419475
42,013,101200,1,722,+40.487945,-078.410261
42,013,101200,2,856,+40.481042,-078.413881
42,013,101200,3,1212,+40.481876,-078.406291
42,013,101200,4,1105,+40.479591,-078.397768
42,013,101400,1,858,+40.504779,-078.403650
42,013,101400,2,1801,+40.502283,-078.401207
42,013,101400,3,893,+40.497566,-078.408556
42,013,101500,1,1083,+40.503347,-078.383017
42,013,101500,2,620,+40.508651,-078.387982
42,013,101500,3,811,+40.502418,-078.393561
42,013,101500,4,859,+40.493362,-078.398152
42,013,101600,1,1071,+40.514029,-078.390599
42,013,101600,2,1059,+40.508049,-078.395035
42,013,101600,3,1046,+40.512905,-078.395094
42,013,101700,1,637,+40.514569,-078.382043
42,013,101700,2,1246,+40.521431,-078.386688
42,013,101700,3,811,+40.517840,-078.388519
42,013,101700,4,847,+40.516403,-078.385221
42,013,101800,1,1138,+40.518628,-078.373069
42,013,101800,2,990,+40.523916,-078.375076
42,013,101800,3,774,+40.520278,-078.381683
42,013,101900,1,834,+40.518146,-078.399756
42,013,101900,2,629,+40.515818,-078.402959
42,015,950100,1,1018,+41.940846,-076.190088
42,015,950100,2,1186,+41.872445,-076.267405
42,015,950100,3,916,+41.844003,-076.177772
42,015,950100,4,1160,+41.782595,-076.225263
42,015,950200,1,818,+41.964656,-076.325428
42,015,950200,2,1273,+41.955461,-076.435382
42,015,950200,3,1298,+41.849914,-076.465348
42,015,950200,4,816,+41.878656,-076.369614
42,015,950200,5,578,+41.854331,-076.337134
42,015,950300,1,945,+41.993105,-076.519464
42,015,950300,2,1270,+41.982218,-076.529453
42,015,950300,3,957,+41.985413,-076.519082
42,015,950300,4,745,+41.984784,-076.520300
42,015,950300,5,1544,+41.977274,-076.519926
42,015,950400,1,989,+41.970221,-076.521405
42,015,950400,2,1041,+41.964804,-076.524496
42,015,950400,3,646,+41.959235,-076.520757
42,015,950400,4,591,+41.948422,-076.516961
42,015,950501,1,1070,+41.994943,-076.538641
42,015,950501,2,1240,+41.985036,-076.539853
42,015,950501,3,620,+41.974190,-076.535942
42,015,950502,1,1002,+41.965132,-076.496768
42,015,950502,2,1071,+41.977911,-076.583717
42,015,950502,3,1251,+41.929089,-076.549973
42,015,950600,1,867,+41.932076,-076.689694
42,015,950600,2,1038,+41.974835,-076.710444
42,015,950600,3,1116,+41.959262,-076.791173
42,015,950600,4,1150,+41.956329,-076.875317
42,015,950700,1,1382,+41.837244,-076.846342
42,015,950700,2,1003,+41.775214,-076.823460
42,015,950700,3,1249,+41.784162,-076.790507
42,015,950700,4,792,+41.768208,-076.758076
42,015,950800,1,1310,+41.855549,-076.526519
42,015,950800,2,868,+41.859329,-076.594889
42,015,950800,3,589,+41.858644,-076.647419
42,015,950800,4,1144,+41.859247,-076.733809
42,015,950900,1,1130,+41.773617,-076.347317
42,015,950900,2,1066,+41.788456,-076.409262
